car_id,problem_category
266863,TIRES
130458,LATCHES/LOCKS/LINKAGES
258039,SERVICE BRAKES
143686,EXTERIOR LIGHTING
160360,ENGINE
91941,BACK OVER PREVENTION
217610,SERVICE BRAKES
264301,ELECTRICAL SYSTEM
147219,ENGINE
218314,TIRES
237560,TIRES
106892,ENGINE
63121,POWER TRAIN
203010,STEERING
293305,ENGINE
223821,STRUCTURE
42661,FORWARD COLLISION AVOIDANCE
165403,AIR BAGS
267232,ENGINE
37330,ENGINE
125773,POWER TRAIN
266112,ELECTRICAL SYSTEM
25519,VEHICLE SPEED CONTROL
96743,ELECTRICAL SYSTEM
91874,ELECTRICAL SYSTEM
253852,ELECTRICAL SYSTEM
158917,ENGINE
113365,SERVICE BRAKES
255159,ENGINE
24343,ENGINE
126312,ENGINE
7933,ENGINE
69418,ELECTRICAL SYSTEM
24196,ENGINE
47698,ELECTRICAL SYSTEM
181271,ENGINE
204534,SUSPENSION
138832,ENGINE
75897,ELECTRICAL SYSTEM
37799,POWER TRAIN
227145,ENGINE
106649,ENGINE AND ENGINE COOLING
239520,POWER TRAIN
220292,ELECTRICAL SYSTEM
134546,AIR BAGS
95303,ENGINE
108435,ENGINE
107263,ELECTRICAL SYSTEM
52299,ENGINE
131520,VISIBILITY/WIPER
281122,ELECTRICAL SYSTEM
214882,POWER TRAIN
35679,FORWARD COLLISION AVOIDANCE
138113,POWER TRAIN
234753,POWER TRAIN
83209,POWER TRAIN
182300,SEAT BELTS
201773,ENGINE
111375,ENGINE AND ENGINE COOLING
265919,ENGINE AND ENGINE COOLING
79984,VISIBILITY
118868,POWER TRAIN
162709,AIR BAGS
163489,SERVICE BRAKES
146763,ELECTRICAL SYSTEM
141694,ENGINE
43065,STEERING
86665,POWER TRAIN
142041,STRUCTURE
33353,ENGINE
75072,FUEL SYSTEM
40829,VISIBILITY
152954,SUSPENSION
90344,ENGINE
132393,FUEL SYSTEM
54200,VEHICLE SPEED CONTROL
46117,EXTERIOR LIGHTING
133725,STEERING
26807,POWER TRAIN
9480,VEHICLE SPEED CONTROL
25612,STEERING
90843,BACK OVER PREVENTION
102953,POWER TRAIN
21233,ELECTRICAL SYSTEM
52397,ENGINE
126490,POWER TRAIN
256071,ENGINE
104022,VISIBILITY
250769,ELECTRICAL SYSTEM
181244,ENGINE
200401,AIR BAGS
50598,AIR BAGS
147859,LATCHES/LOCKS/LINKAGES
232981,STEERING
117858,VISIBILITY/WIPER
24652,EXTERIOR LIGHTING
63407,SERVICE BRAKES
82306,STRUCTURE
103967,POWER TRAIN
114060,ENGINE
50936,STEERING
55222,ENGINE
233954,ENGINE
255382,ELECTRICAL SYSTEM
83328,SERVICE BRAKES
222017,STEERING
90000,ENGINE
135174,POWER TRAIN
282698,FUEL/PROPULSION SYSTEM
201367,EXTERIOR LIGHTING
75672,SERVICE BRAKES
48682,POWER TRAIN
27661,LATCHES/LOCKS/LINKAGES
135154,VEHICLE SPEED CONTROL
164251,TIRES
240369,ENGINE
239504,UNKNOWN
67913,STRUCTURE
189590,SERVICE BRAKES
108772,POWER TRAIN
178908,POWER TRAIN
44997,ENGINE
255892,STEERING
45451,VEHICLE SPEED CONTROL
189893,ENGINE
146501,SERVICE BRAKES
14029,ENGINE
228514,ELECTRICAL SYSTEM
46683,FORWARD COLLISION AVOIDANCE
285658,POWER TRAIN
190361,ENGINE
2459,ENGINE
33410,FUEL SYSTEM
37348,FUEL SYSTEM
182394,LATCHES/LOCKS/LINKAGES
66555,SERVICE BRAKES
89600,SERVICE BRAKES
268371,SUSPENSION
165169,ELECTRICAL SYSTEM
138609,ENGINE
51882,VISIBILITY/WIPER
18930,POWER TRAIN
92506,ELECTRICAL SYSTEM
134530,POWER TRAIN
181354,POWER TRAIN
53445,WHEELS
37952,VEHICLE SPEED CONTROL
188958,STRUCTURE
18197,ELECTRICAL SYSTEM
132691,STEERING
84333,AIR BAGS
235795,ELECTRICAL SYSTEM
214739,POWER TRAIN
54265,POWER TRAIN
24792,ENGINE
61208,ENGINE
137850,SERVICE BRAKES
41769,STEERING
90329,ENGINE
28634,POWER TRAIN
154207,ELECTRICAL SYSTEM
103088,POWER TRAIN
186488,POWER TRAIN
197224,POWER TRAIN
123366,ENGINE
105401,STRUCTURE
128964,VEHICLE SPEED CONTROL
68628,STEERING
118637,ENGINE
264066,TIRES
209460,SEATS
288792,POWER TRAIN
71901,ENGINE
86197,ENGINE
254285,FUEL SYSTEM
231778,ENGINE
282524,POWER TRAIN
164691,ENGINE
149301,LATCHES/LOCKS/LINKAGES
178777,POWER TRAIN
12650,POWER TRAIN
36948,STEERING
228550,POWER TRAIN
149023,ENGINE
296443,ENGINE
245259,TRAILER HITCHES
163324,ELECTRICAL SYSTEM
6041,POWER TRAIN
133953,POWER TRAIN
121643,ELECTRICAL SYSTEM
115598,ENGINE
276673,ELECTRICAL SYSTEM
84428,POWER TRAIN
162914,SERVICE BRAKES
40073,POWER TRAIN
144284,SERVICE BRAKES
287418,POWER TRAIN
46678,FUEL/PROPULSION SYSTEM
75951,STEERING
209232,FUEL SYSTEM
14425,ENGINE
79584,ENGINE
56086,ELECTRICAL SYSTEM
209488,SERVICE BRAKES
89967,ENGINE
298443,STEERING
103064,EXTERIOR LIGHTING
201106,POWER TRAIN
203777,SEAT BELTS
208269,ELECTRICAL SYSTEM
206344,STEERING
129129,POWER TRAIN
282635,POWER TRAIN
243958,POWER TRAIN
271852,FORWARD COLLISION AVOIDANCE
8138,ELECTRICAL SYSTEM
162447,ENGINE
172426,POWER TRAIN
267875,"FUEL SYSTEM, GASOLINE"
240155,EXTERIOR LIGHTING
49041,ENGINE
208602,FORWARD COLLISION AVOIDANCE
134189,POWER TRAIN
43794,ENGINE
187554,VEHICLE SPEED CONTROL
261160,STRUCTURE
258356,ENGINE
58705,VISIBILITY/WIPER
183688,WHEELS
130624,POWER TRAIN
252084,ENGINE
98956,STEERING
43432,ENGINE
2672,ELECTRICAL SYSTEM
170739,ENGINE AND ENGINE COOLING
287339,LATCHES/LOCKS/LINKAGES
109391,VISIBILITY
265100,ELECTRICAL SYSTEM
125915,FUEL SYSTEM
167098,VEHICLE SPEED CONTROL
93591,ENGINE
298565,AIR BAGS
26170,ELECTRICAL SYSTEM
107881,STEERING
275367,POWER TRAIN
109378,ELECTRICAL SYSTEM
168900,ENGINE
242083,POWER TRAIN
91844,VISIBILITY/WIPER
86073,STRUCTURE
161949,ENGINE
116675,SERVICE BRAKES
147223,POWER TRAIN
24049,ELECTRICAL SYSTEM
151976,SERVICE BRAKES
16146,ENGINE
179833,SERVICE BRAKES
213597,ENGINE
11376,SERVICE BRAKES
255817,POWER TRAIN
212905,EQUIPMENT
97758,ELECTRICAL SYSTEM
237247,POWER TRAIN
258704,ENGINE
188437,ELECTRICAL SYSTEM
14688,AIR BAGS
184917,VISIBILITY/WIPER
269718,ENGINE
184620,FORWARD COLLISION AVOIDANCE
86916,SUSPENSION
269023,STEERING
191272,SERVICE BRAKES
162034,ENGINE
220708,POWER TRAIN
222447,FORWARD COLLISION AVOIDANCE
217399,AIR BAGS
86801,POWER TRAIN
257173,POWER TRAIN
293257,LATCHES/LOCKS/LINKAGES
218667,ENGINE
144439,FUEL/PROPULSION SYSTEM
133790,SUSPENSION
171331,AIR BAGS
272555,ELECTRICAL SYSTEM
67556,POWER TRAIN
155274,ENGINE
73246,SERVICE BRAKES
177598,POWER TRAIN
173253,ENGINE
213505,ELECTRICAL SYSTEM
255244,POWER TRAIN
256901,ENGINE
277805,ELECTRICAL SYSTEM
275294,EQUIPMENT
219646,STEERING
147489,STRUCTURE
13392,STEERING
286407,VEHICLE SPEED CONTROL
263052,ENGINE
218504,POWER TRAIN
31144,VISIBILITY
158038,STRUCTURE
196476,ENGINE
191753,ENGINE
215430,ENGINE
285433,POWER TRAIN
263760,ENGINE
209764,POWER TRAIN
11188,STEERING
237407,ENGINE
68334,SERVICE BRAKES
53764,TIRES
118798,FUEL/PROPULSION SYSTEM
232705,STEERING
262849,STEERING
224667,AIR BAGS
214514,POWER TRAIN
124526,ENGINE
107340,FORWARD COLLISION AVOIDANCE
119814,POWER TRAIN
31182,ELECTRICAL SYSTEM
167355,POWER TRAIN
144588,ELECTRICAL SYSTEM
11767,AIR BAGS
101706,POWER TRAIN
92583,ELECTRICAL SYSTEM
214499,WHEELS
212108,ENGINE
209214,ENGINE
30551,SERVICE BRAKES
223145,POWER TRAIN
141303,FUEL SYSTEM
111550,SERVICE BRAKES
179478,POWER TRAIN
97709,ENGINE AND ENGINE COOLING
69130,FUEL SYSTEM
176804,STRUCTURE
64548,SUSPENSION
10344,POWER TRAIN
103940,ENGINE
94363,EXTERIOR LIGHTING
207465,AIR BAGS
132674,STRUCTURE
194136,STEERING
192533,FUEL SYSTEM
35477,BACK OVER PREVENTION
118883,ENGINE
45566,SUSPENSION
29608,FORWARD COLLISION AVOIDANCE
12830,STRUCTURE
182428,ENGINE
221504,ENGINE
242156,STRUCTURE
178120,EQUIPMENT
112027,SERVICE BRAKES
86678,ENGINE
113324,POWER TRAIN
135948,VISIBILITY
295993,WHEELS
97162,POWER TRAIN
197534,STEERING
24936,POWER TRAIN
104982,FUEL SYSTEM
284226,STEERING
91595,SUSPENSION
130049,ELECTRICAL SYSTEM
87490,FUEL/PROPULSION SYSTEM
148499,ELECTRICAL SYSTEM
87907,SUSPENSION
208106,STEERING
33524,FUEL SYSTEM
103643,ENGINE
230987,LATCHES/LOCKS/LINKAGES
133590,EXTERIOR LIGHTING
131939,POWER TRAIN
118043,POWER TRAIN
249297,POWER TRAIN
79303,POWER TRAIN
187296,ENGINE
235165,VISIBILITY/WIPER
265049,EQUIPMENT
298714,ELECTRICAL SYSTEM
151528,SERVICE BRAKES
52779,ENGINE
263779,STRUCTURE
123654,ELECTRICAL SYSTEM
157200,SERVICE BRAKES
131,POWER TRAIN
180850,SERVICE BRAKES
198522,ENGINE
128156,POWER TRAIN
70408,STEERING
283022,POWER TRAIN
106204,WHEELS
182556,SERVICE BRAKES
30269,SERVICE BRAKES
112999,ENGINE
169790,SERVICE BRAKES
240551,ENGINE
51485,SERVICE BRAKES
66449,AIR BAGS
112275,POWER TRAIN
174471,POWER TRAIN
107493,TIRES
137396,ENGINE
43923,ENGINE
252047,VISIBILITY/WIPER
118973,POWER TRAIN
18784,FUEL SYSTEM
87888,POWER TRAIN
114884,SERVICE BRAKES
231675,ELECTRICAL SYSTEM
355,POWER TRAIN
128646,STEERING
254237,FUEL SYSTEM
95895,ENGINE
100087,VISIBILITY/WIPER
62992,VISIBILITY/WIPER
109583,POWER TRAIN
242174,POWER TRAIN
176653,ENGINE
187587,VISIBILITY/WIPER
116333,ENGINE
178713,VEHICLE SPEED CONTROL
276659,STRUCTURE
15263,AIR BAGS
183878,SERVICE BRAKES
63491,AIR BAGS
40045,ELECTRICAL SYSTEM
288926,ENGINE
102939,ELECTRICAL SYSTEM
175172,ENGINE
189365,LATCHES/LOCKS/LINKAGES
189146,POWER TRAIN
140731,LANE DEPARTURE
249501,ENGINE
148435,ENGINE
168707,ENGINE
165092,ELECTRICAL SYSTEM
120142,WHEELS
90184,POWER TRAIN
233758,ENGINE
288207,ENGINE
273427,ENGINE
203315,POWER TRAIN
161638,STEERING
76331,STRUCTURE
228128,ENGINE
222583,POWER TRAIN
203121,VEHICLE SPEED CONTROL
293279,SERVICE BRAKES
219818,ENGINE
249118,AIR BAGS
284965,POWER TRAIN
443,FUEL/PROPULSION SYSTEM
99171,POWER TRAIN
218669,SERVICE BRAKES
195812,POWER TRAIN
220130,EQUIPMENT
169767,STRUCTURE
78893,STEERING
276046,ENGINE
166819,POWER TRAIN
27561,POWER TRAIN
257612,ENGINE
271677,FUEL SYSTEM
188840,VISIBILITY
197470,VEHICLE SPEED CONTROL
259561,ENGINE
139879,SERVICE BRAKES
267743,ELECTRICAL SYSTEM
71898,WHEELS
268390,ELECTRICAL SYSTEM
271228,ENGINE
220767,ENGINE
280369,ENGINE
144900,SERVICE BRAKES
230607,AIR BAGS
242696,ENGINE
257318,ELECTRICAL SYSTEM
282445,SEATS
31692,POWER TRAIN
159439,SERVICE BRAKES
120600,AIR BAGS
165913,ENGINE
165820,AIR BAGS
252680,FUEL SYSTEM
15863,ELECTRICAL SYSTEM
137914,POWER TRAIN
71806,FUEL/PROPULSION SYSTEM
260549,VISIBILITY
114615,ELECTRICAL SYSTEM
268122,ENGINE
244779,POWER TRAIN
207543,ELECTRICAL SYSTEM
89804,FORWARD COLLISION AVOIDANCE
214120,POWER TRAIN
102919,POWER TRAIN
265936,VISIBILITY/WIPER
191162,POWER TRAIN
76456,ENGINE
120612,ENGINE
167677,LATCHES/LOCKS/LINKAGES
219515,ELECTRICAL SYSTEM
275672,SERVICE BRAKES
17794,ENGINE
53964,STEERING
214690,ELECTRICAL SYSTEM
105829,STEERING
140900,ENGINE
57488,SERVICE BRAKES
143588,POWER TRAIN
175961,ENGINE
12269,POWER TRAIN
232844,FORWARD COLLISION AVOIDANCE
44420,AIR BAGS
28541,ENGINE
222782,STEERING
287155,ENGINE
230582,POWER TRAIN
299383,STEERING
159335,SUSPENSION
50442,ELECTRICAL SYSTEM
94823,ELECTRICAL SYSTEM
277107,ENGINE
149517,LATCHES/LOCKS/LINKAGES
250242,STEERING
11762,POWER TRAIN
173708,AIR BAGS
226268,ELECTRICAL SYSTEM
204918,BACK OVER PREVENTION
182485,ENGINE
44418,ELECTRICAL SYSTEM
9530,SERVICE BRAKES
206028,POWER TRAIN
171208,SERVICE BRAKES
192244,FUEL SYSTEM
293877,POWER TRAIN
184910,POWER TRAIN
203930,POWER TRAIN
132375,FUEL SYSTEM
25345,ENGINE
25750,POWER TRAIN
39044,STRUCTURE
12452,ENGINE
61600,VISIBILITY/WIPER
279831,ENGINE
173561,SEAT BELTS
68094,ENGINE
290389,TIRES
292445,SERVICE BRAKES
271932,POWER TRAIN
172342,VISIBILITY/WIPER
166930,POWER TRAIN
111203,EXTERIOR LIGHTING
106710,FUEL SYSTEM
31898,ENGINE
84494,ENGINE
11782,AIR BAGS
206443,STEERING
244206,AIR BAGS
87007,ENGINE
201253,FUEL SYSTEM
98070,ENGINE
278510,SERVICE BRAKES
165329,UNKNOWN
129391,ENGINE
187504,EXTERIOR LIGHTING
246341,POWER TRAIN
194792,ENGINE
73446,STRUCTURE
246022,EXTERIOR LIGHTING
12070,VISIBILITY
298182,FUEL SYSTEM
115279,STRUCTURE
143514,ELECTRICAL SYSTEM
138362,ENGINE
272859,EXTERIOR LIGHTING
246422,STRUCTURE
13293,ENGINE
71022,SERVICE BRAKES
116694,VEHICLE SPEED CONTROL
184027,POWER TRAIN
285794,SEAT BELTS
31216,POWER TRAIN
248643,ELECTRICAL SYSTEM
146698,EXTERIOR LIGHTING
48633,STEERING
116422,POWER TRAIN
183892,LATCHES/LOCKS/LINKAGES
153150,POWER TRAIN
1805,ENGINE
70379,EXTERIOR LIGHTING
14166,EXTERIOR LIGHTING
141449,FUEL SYSTEM
272642,POWER TRAIN
58452,LATCHES/LOCKS/LINKAGES
268238,STEERING
200321,STEERING
147135,ELECTRICAL SYSTEM
166692,ENGINE
146494,LATCHES/LOCKS/LINKAGES
196429,ELECTRICAL SYSTEM
168666,TIRES
124795,BACK OVER PREVENTION
96091,LATCHES/LOCKS/LINKAGES
176577,SERVICE BRAKES
233412,ENGINE
297993,POWER TRAIN
81339,ELECTRICAL SYSTEM
35355,SERVICE BRAKES
175297,ENGINE
188941,VISIBILITY/WIPER
87736,VEHICLE SPEED CONTROL
80670,ENGINE
59931,VEHICLE SPEED CONTROL
24412,AIR BAGS
185067,ENGINE
248493,SERVICE BRAKES
77074,ELECTRICAL SYSTEM
193678,VEHICLE SPEED CONTROL
200901,ELECTRICAL SYSTEM
258688,SERVICE BRAKES
100673,ELECTRICAL SYSTEM
224815,POWER TRAIN
7779,ENGINE
127330,POWER TRAIN
200554,ENGINE
236600,EXTERIOR LIGHTING
168116,FUEL/PROPULSION SYSTEM
279890,VISIBILITY/WIPER
204760,FUEL/PROPULSION SYSTEM
55456,LATCHES/LOCKS/LINKAGES
86294,LATCHES/LOCKS/LINKAGES
289543,STEERING
267342,ENGINE
292532,AIR BAGS
145855,ENGINE
244992,STEERING
79242,EXTERIOR LIGHTING
39981,ENGINE
264104,SERVICE BRAKES
138415,ENGINE
218139,STEERING
191238,STEERING
234246,FORWARD COLLISION AVOIDANCE
226976,AIR BAGS
208371,ENGINE
96054,POWER TRAIN
19173,FUEL SYSTEM
188159,SERVICE BRAKES
193282,FORWARD COLLISION AVOIDANCE
21807,POWER TRAIN
276052,ELECTRICAL SYSTEM
215930,FUEL SYSTEM
253282,FUEL SYSTEM
196031,EXTERIOR LIGHTING
42277,SERVICE BRAKES
52603,VEHICLE SPEED CONTROL
29329,ENGINE
266733,ENGINE
294338,ENGINE
169612,VISIBILITY/WIPER
202861,POWER TRAIN
175036,FORWARD COLLISION AVOIDANCE
217752,ENGINE
61890,FORWARD COLLISION AVOIDANCE
68801,POWER TRAIN
245029,ENGINE
188010,ELECTRICAL SYSTEM
127166,VEHICLE SPEED CONTROL
231686,POWER TRAIN
139957,POWER TRAIN
104961,SUSPENSION
106905,ENGINE AND ENGINE COOLING
159948,STEERING
30494,VEHICLE SPEED CONTROL
107024,POWER TRAIN
147353,AIR BAGS
39784,EXTERIOR LIGHTING
127186,ENGINE
35175,ELECTRICAL SYSTEM
268006,ELECTRICAL SYSTEM
281762,ENGINE
244926,ELECTRICAL SYSTEM
210488,AIR BAGS
254476,STEERING
189826,FUEL SYSTEM
102089,ELECTRICAL SYSTEM
291094,ENGINE
107041,ELECTRICAL SYSTEM
125287,EXTERIOR LIGHTING
39400,None
289546,ENGINE
73523,POWER TRAIN
134485,ELECTRICAL SYSTEM
117679,ENGINE
118738,ENGINE
120813,VISIBILITY
251565,ELECTRICAL SYSTEM
14970,POWER TRAIN
75915,SERVICE BRAKES
143944,POWER TRAIN
238881,SERVICE BRAKES
61130,SERVICE BRAKES
130778,SEATS
39128,EQUIPMENT
132903,STRUCTURE
182690,VISIBILITY/WIPER
255312,ENGINE
244157,SERVICE BRAKES
13400,TIRES
117141,ELECTRICAL SYSTEM
202245,AIR BAGS
27920,VEHICLE SPEED CONTROL
57746,VEHICLE SPEED CONTROL
12459,ELECTRICAL SYSTEM
151445,ELECTRICAL SYSTEM
151987,STEERING
92815,ENGINE
93239,ENGINE
253312,STEERING
248183,POWER TRAIN
72156,POWER TRAIN
20824,POWER TRAIN
42286,TIRES
54370,SEAT BELTS
281514,ENGINE
149225,LATCHES/LOCKS/LINKAGES
230830,FUEL/PROPULSION SYSTEM
73312,ENGINE AND ENGINE COOLING
57317,FUEL SYSTEM
5558,POWER TRAIN
252850,ENGINE
171101,SERVICE BRAKES
190757,SERVICE BRAKES
118658,ELECTRICAL SYSTEM
269648,SERVICE BRAKES
32793,ENGINE
70032,ENGINE
122985,FUEL SYSTEM
285889,STEERING
235972,ENGINE
100824,ELECTRICAL SYSTEM
63426,LATCHES/LOCKS/LINKAGES
49435,EXTERIOR LIGHTING
19805,ENGINE
96044,POWER TRAIN
120577,POWER TRAIN
211685,STEERING
59677,ENGINE
293403,ENGINE
109036,EXTERIOR LIGHTING
28039,STEERING
249277,VISIBILITY
168959,ENGINE
147949,POWER TRAIN
104923,SEAT BELTS
12081,TIRES
101566,ENGINE
208899,STEERING
184739,POWER TRAIN
268594,SERVICE BRAKES
205736,SERVICE BRAKES
217257,ENGINE
226197,FUEL/PROPULSION SYSTEM
229249,ENGINE
67332,SERVICE BRAKES
96487,ENGINE
273674,SERVICE BRAKES
228829,SERVICE BRAKES
157155,STEERING
110059,ELECTRICAL SYSTEM
189709,VISIBILITY/WIPER
208308,ELECTRICAL SYSTEM
289386,ENGINE
141433,ELECTRICAL SYSTEM
254937,ENGINE
42216,ENGINE
271630,ENGINE
139786,STEERING
290380,STRUCTURE
205830,ELECTRICAL SYSTEM
160105,ENGINE
199743,ENGINE
220170,ENGINE
150248,SERVICE BRAKES
260943,SERVICE BRAKES
69144,ENGINE
284049,POWER TRAIN
198722,ENGINE
105697,STRUCTURE
24005,ELECTRICAL SYSTEM
87105,POWER TRAIN
139348,ELECTRICAL SYSTEM
181945,ENGINE AND ENGINE COOLING
21439,ENGINE
155400,STEERING
134487,ELECTRICAL SYSTEM
84152,POWER TRAIN
137981,AIR BAGS
218595,VISIBILITY
232805,VEHICLE SPEED CONTROL
95701,ENGINE
216617,STRUCTURE
79683,POWER TRAIN
53919,POWER TRAIN
147170,STEERING
233114,ELECTRICAL SYSTEM
282019,TIRES
184332,ENGINE AND ENGINE COOLING
80483,VISIBILITY
8958,ELECTRICAL SYSTEM
289316,ENGINE
191346,EXTERIOR LIGHTING
268011,ELECTRICAL SYSTEM
8368,ELECTRICAL SYSTEM
224423,ELECTRICAL SYSTEM
101733,ENGINE
232484,STEERING
63385,STRUCTURE
67009,SEATS
171505,ENGINE
134694,POWER TRAIN
154911,ENGINE
244863,POWER TRAIN
253775,ENGINE AND ENGINE COOLING
292678,POWER TRAIN
5399,POWER TRAIN
296541,SERVICE BRAKES
60630,POWER TRAIN
255914,SEAT BELTS
62743,POWER TRAIN
147801,POWER TRAIN
237456,ELECTRICAL SYSTEM
264388,FUEL/PROPULSION SYSTEM
121300,STRUCTURE
145944,SERVICE BRAKES
4538,POWER TRAIN
286061,SERVICE BRAKES
273977,FUEL/PROPULSION SYSTEM
4992,POWER TRAIN
260594,ENGINE
244448,POWER TRAIN
23176,POWER TRAIN
222053,SERVICE BRAKES
179848,ELECTRICAL SYSTEM
224429,POWER TRAIN
34777,ENGINE
241865,ELECTRICAL SYSTEM
162581,LATCHES/LOCKS/LINKAGES
158884,POWER TRAIN
168422,ENGINE
72236,ENGINE
225426,SEAT BELTS
47984,SEAT BELTS
63418,STRUCTURE
147033,POWER TRAIN
9281,ENGINE
14640,AIR BAGS
109437,ELECTRICAL SYSTEM
16332,ENGINE
55046,SERVICE BRAKES
164591,EQUIPMENT
134099,STRUCTURE
144740,ENGINE
138756,ELECTRICAL SYSTEM
83739,FORWARD COLLISION AVOIDANCE
150868,SERVICE BRAKES
15605,VISIBILITY/WIPER
14559,ENGINE
85754,SERVICE BRAKES
3316,FUEL SYSTEM
151480,AIR BAGS
25542,STEERING
168948,ENGINE
291326,ENGINE
87331,POWER TRAIN
97282,POWER TRAIN
114784,ENGINE
46349,ELECTRICAL SYSTEM
147963,ENGINE
78367,ENGINE
38262,ELECTRICAL SYSTEM
229434,FORWARD COLLISION AVOIDANCE
185562,POWER TRAIN
208752,ELECTRICAL SYSTEM
216856,ELECTRICAL SYSTEM
208350,POWER TRAIN
174126,POWER TRAIN
298042,POWER TRAIN
51631,AIR BAGS
253955,POWER TRAIN
156810,AIR BAGS
217912,POWER TRAIN
288233,ENGINE
35531,ENGINE
155104,POWER TRAIN
232796,POWER TRAIN
213069,LATCHES/LOCKS/LINKAGES
160556,AIR BAGS
74556,SERVICE BRAKES
154156,ELECTRICAL SYSTEM
38545,POWER TRAIN
181671,SERVICE BRAKES
290852,ENGINE
124375,LATCHES/LOCKS/LINKAGES
255010,FORWARD COLLISION AVOIDANCE
133359,STEERING
91865,ENGINE
261910,POWER TRAIN
167380,ENGINE
159892,SERVICE BRAKES
234079,LATCHES/LOCKS/LINKAGES
291905,FORWARD COLLISION AVOIDANCE
13309,SERVICE BRAKES
288314,STEERING
258891,STEERING
290359,ENGINE
84841,FUEL SYSTEM
210847,POWER TRAIN
284500,ENGINE
1545,ENGINE
235432,SERVICE BRAKES
66990,POWER TRAIN
97818,AIR BAGS
230664,FORWARD COLLISION AVOIDANCE
133655,SERVICE BRAKES
185420,STRUCTURE
69991,ENGINE
105319,SERVICE BRAKES
157401,FUEL/PROPULSION SYSTEM
251628,POWER TRAIN
242911,ENGINE
118561,VEHICLE SPEED CONTROL
6866,VEHICLE SPEED CONTROL
129175,ENGINE
282770,POWER TRAIN
49850,ENGINE
3120,SERVICE BRAKES
177659,POWER TRAIN
170422,ELECTRICAL SYSTEM
145262,POWER TRAIN
20820,EXTERIOR LIGHTING
7431,POWER TRAIN
198200,EXTERIOR LIGHTING
78931,AIR BAGS
5227,POWER TRAIN
99032,ELECTRICAL SYSTEM
19080,SEAT BELTS
239786,ELECTRICAL SYSTEM
210818,ENGINE
1265,SERVICE BRAKES
81896,FUEL SYSTEM
145960,ENGINE
96110,ENGINE
280306,SERVICE BRAKES
298959,POWER TRAIN
50924,LATCHES/LOCKS/LINKAGES
282003,STEERING
247059,EXTERIOR LIGHTING
154069,AIR BAGS
112686,EQUIPMENT
46394,LATCHES/LOCKS/LINKAGES
159891,ENGINE
222227,FUEL SYSTEM
274616,STEERING
42045,STEERING
203778,SERVICE BRAKES
78956,POWER TRAIN
293121,ELECTRICAL SYSTEM
61691,WHEELS
37392,VISIBILITY/WIPER
226965,BACK OVER PREVENTION
29099,LANE DEPARTURE
242866,POWER TRAIN
77924,ENGINE
282627,VISIBILITY/WIPER
123260,STEERING
237507,ENGINE
59030,STEERING
99379,FUEL SYSTEM
97562,ENGINE
11823,POWER TRAIN
238446,POWER TRAIN
169743,ELECTRICAL SYSTEM
116939,SERVICE BRAKES
246721,TIRES
160424,POWER TRAIN
152911,STEERING
94877,ENGINE
148405,STRUCTURE
117701,ELECTRICAL SYSTEM
258295,ENGINE
69840,ELECTRICAL SYSTEM
290199,ELECTRICAL SYSTEM
160003,ENGINE
97860,VISIBILITY
285532,ENGINE
202333,TIRES
17952,VISIBILITY
278200,ENGINE
176097,STEERING
246216,POWER TRAIN
44046,AIR BAGS
266302,ENGINE
173545,ELECTRICAL SYSTEM
262121,ENGINE
91688,VISIBILITY
85003,POWER TRAIN
30601,POWER TRAIN
57397,FUEL SYSTEM
226254,STRUCTURE
257707,POWER TRAIN
106672,STEERING
71819,STEERING
243604,ELECTRICAL SYSTEM
89476,VISIBILITY/WIPER
111079,SERVICE BRAKES
7778,ENGINE
17196,ENGINE
143841,POWER TRAIN
290009,STEERING
95934,FORWARD COLLISION AVOIDANCE
219478,STEERING
222271,POWER TRAIN
22290,ENGINE
116850,ENGINE
249131,ELECTRICAL SYSTEM
29730,POWER TRAIN
221371,FORWARD COLLISION AVOIDANCE
153094,POWER TRAIN
165678,POWER TRAIN
243109,FORWARD COLLISION AVOIDANCE
265760,SERVICE BRAKES
154484,ELECTRICAL SYSTEM
177950,SUSPENSION
260328,POWER TRAIN
48822,ENGINE
125083,SERVICE BRAKES
118355,SERVICE BRAKES
87143,ENGINE
83571,VISIBILITY
109073,STRUCTURE
269208,POWER TRAIN
67458,FUEL SYSTEM
47025,ELECTRICAL SYSTEM
186480,SERVICE BRAKES
255095,SERVICE BRAKES
150614,FORWARD COLLISION AVOIDANCE
292138,AIR BAGS
139831,ENGINE
21792,SERVICE BRAKES
187972,STEERING
290502,VISIBILITY
25942,STEERING
155722,POWER TRAIN
76292,ENGINE
122837,ENGINE
63098,ENGINE
154510,TIRES
165541,EXTERIOR LIGHTING
81952,ELECTRICAL SYSTEM
144222,ENGINE
165072,SERVICE BRAKES
294595,EXTERIOR LIGHTING
71590,ENGINE
286812,AIR BAGS
249849,EXTERIOR LIGHTING
112358,ELECTRICAL SYSTEM
8572,SUSPENSION
110280,ELECTRICAL SYSTEM
233724,POWER TRAIN
66351,LATCHES/LOCKS/LINKAGES
247195,UNKNOWN
137039,ENGINE
139060,POWER TRAIN
15260,POWER TRAIN
77162,FORWARD COLLISION AVOIDANCE
73482,EQUIPMENT
202559,ELECTRICAL SYSTEM
105446,ENGINE
190569,ELECTRICAL SYSTEM
48434,FUEL SYSTEM
152800,ELECTRICAL SYSTEM
298869,ENGINE
159557,FUEL/PROPULSION SYSTEM
132435,ENGINE
