car_id,year,complaint_id,image_id,audio_id,is_sick_audio,is_sick_text,is_sick_image
151240,2006,108616,22344,,,0,1
168828,2006,144759,28678,,,0,1
101127,2007,63148,20296,,,0,1
35604,2008,151283,16963,,,0,1
48562,2010,109022,18482,,,0,1
3076,2011,35164,,1179,1,0,
144502,2013,6794,28875,,,0,1
201520,2014,155674,25403,,,0,1
212066,2015,7780,410,117,1,0,0
178749,2016,151155,18025,,,0,1
42462,2016,139843,29663,,,0,1
164518,2016,79603,26024,,,0,1
60408,2016,108516,,364,1,0,
47117,2017,35336,24770,,,0,1
276046,2018,35268,19792,,,0,1
35394,2020,7706,,1127,1,0,
57892,2020,107851,24912,,,0,1
133523,2022,133690,19988,,,0,1
65706,2024,70617,29219,,,0,1
20327,2024,7888,17732,,,0,1
117724,2025,78782,26733,,,0,1
263870,2025,149255,,478,1,0,
142549,2000,6389,24745,,,0,1
84044,2000,6198,113,45,1,0,0
275208,2001,139787,16269,1277,1,0,1
79904,2002,109037,27741,,,0,1
192035,2003,133598,26679,,,0,1
64600,2003,70344,17199,841,1,0,1
242912,2003,120037,19802,,,0,1
290167,2004,149257,,340,1,0,
277648,2005,106055,17940,,,0,1
221784,2006,105910,304,50,1,0,0
5918,2006,140146,20461,,,0,1
270126,2006,78178,25616,,,0,1
262749,2006,78678,28523,,,0,1
139777,2007,108841,22180,,,0,1
82204,2009,7638,115,971,1,0,0
217271,2009,70996,23436,,,0,1
25303,2010,63332,26259,,,0,1
51134,2010,144573,25675,,,0,1
136864,2012,143020,17952,,,0,1
156940,2012,35814,19613,,,0,1
125364,2012,79518,16872,,,0,1
34137,2014,73842,22236,,,0,1
165234,2016,70374,,148,1,0,
221758,2016,151168,20974,,,0,1
69884,2018,151221,24835,,,0,1
219041,2018,144861,24403,,,0,1
70649,2019,78443,24567,,,0,1
285228,2019,73684,23367,,,0,1
47226,2019,78097,19315,,,0,1
57887,2020,6692,29948,,,0,1
231868,2020,63334,17001,,,0,1
127606,2020,144492,29757,,,0,1
73897,2021,500,23440,,,0,1
221248,2022,155647,20990,,,0,1
254757,2022,415,25901,,,0,1
96347,2022,7693,224,1338,1,0,0
231900,2022,78952,20181,,,0,1
133449,2022,79740,26504,,,0,1
92400,2023,8472,28899,,,0,1
253735,2024,79069,23740,,,0,1
244637,2025,109038,24587,,,0,1
290639,2025,8235,17512,,,0,1
120317,2000,105981,17971,,,0,1
211947,2000,35587,19760,,,0,1
197866,2002,133480,28988,,,0,1
13400,2003,143289,30083,,,0,1
146975,2003,57225,26984,,,0,1
248642,2003,143591,29658,,,0,1
113419,2004,63410,24432,,,0,1
37144,2005,78413,22214,,,0,1
106265,2006,133156,23157,,,0,1
56928,2006,105998,18924,,,0,1
194485,2007,66464,18508,,,0,1
170325,2008,108777,17554,,,0,1
112367,2008,133163,22687,,,0,1
29735,2008,79543,29192,,,0,1
150993,2009,70591,24411,,,0,1
177741,2009,57351,24840,,,0,1
211824,2009,78259,27392,,,0,1
270493,2009,143320,23920,,,0,1
107525,2010,105940,25460,,,0,1
157474,2010,35832,28424,,,0,1
288832,2011,156066,27240,,,0,1
174613,2011,7854,22007,,,0,1
281064,2012,119991,17730,,,0,1
136115,2012,105933,16917,,,0,1
191861,2012,35252,,1345,1,0,
224671,2014,79652,18895,,,0,1
211754,2017,149736,23800,,,0,1
262163,2017,133491,17133,,,0,1
123050,2018,63069,17771,,,0,1
138687,2018,79512,,1230,1,0,
118260,2018,143021,16814,,,0,1
141189,2019,66681,28951,,,0,1
77517,2019,108705,26700,,,0,1
292926,2021,78204,26922,,,0,1
285868,2022,78610,20597,,,0,1
202537,2023,108054,28147,,,0,1
261258,2000,120245,26843,,,0,1
257864,2002,139889,24932,,,0,1
87736,2003,144889,27251,,,0,1
144106,2003,143104,29727,,,0,1
165703,2003,74108,19937,,,0,1
123137,2004,57571,27051,,,0,1
246982,2004,35215,,747,1,0,
136004,2004,133712,26226,,,0,1
61841,2004,62901,25516,,,0,1
122138,2004,119701,,194,1,0,
265255,2005,71380,10000,,,0,1
15803,2006,70459,22732,,,0,1
177583,2007,109153,22506,,,0,1
189365,2008,78581,,425,1,0,
26659,2008,77900,28492,,,0,1
260072,2008,8768,9059,,,1,0
120359,2011,6481,29552,,,0,1
173208,2011,70666,21994,,,0,1
88450,2012,8193,23855,,,0,1
224293,2012,106254,22274,,,0,1
174864,2015,7659,,334,1,0,
269590,2018,77936,21591,,,0,1
163126,2019,6734,25608,,,0,1
161927,2020,63569,20551,,,0,1
231272,2021,35352,21064,,,0,1
236379,2022,70393,16575,,,0,1
43013,2022,139856,16554,,,0,1
35928,2024,120271,28706,,,0,1
266300,2024,149281,23074,,,0,1
101852,2025,79788,28853,,,0,1
130137,2002,297,22458,,,0,1
225189,2003,143084,26142,,,0,1
137899,2003,35412,27668,,,0,1
13827,2003,35130,45,1050,1,0,0
5926,2003,35906,27415,,,0,1
173007,2005,133115,,595,1,0,
199682,2007,62853,21268,,,0,1
44194,2008,7917,29602,,,0,1
32849,2008,35842,28997,,,0,1
171268,2008,80030,25028,,,0,1
222233,2008,78959,29675,,,0,1
151051,2008,78933,27927,,,0,1
266672,2008,62523,23591,,,0,1
190260,2009,356,20151,,,0,1
41047,2010,155522,17941,,,0,1
272047,2011,144496,17053,,,0,1
298444,2012,119798,18065,,,0,1
84415,2012,106420,27736,,,0,1
129425,2012,108785,25237,,,0,1
69362,2013,143492,19248,,,0,1
22359,2015,151570,28680,,,0,1
73716,2015,74131,29049,,,0,1
81970,2015,119928,24053,,,0,1
194978,2016,108563,17386,,,0,1
71524,2018,107868,24783,,,0,1
98622,2018,151200,25379,,,0,1
75969,2020,120399,29390,,,0,1
151632,2021,108576,21668,,,0,1
159650,2021,79109,26959,,,0,1
114874,2022,77977,27978,,,0,1
197790,2022,79557,20135,,,0,1
204918,2023,6470,19733,,,0,1
128881,2023,133573,26864,,,0,1
258016,2024,78273,18266,,,0,1
19714,2025,35670,26409,,,0,1
41944,2025,74175,29323,,,0,1
131060,2000,149865,22216,,,0,1
133575,2002,36,19767,,,0,1
84244,2002,67149,4465,,,0,1
227145,2004,57545,19132,,,0,1
265866,2005,119896,16737,,,0,1
291080,2005,57479,17585,,,0,1
194020,2006,66638,25848,,,0,1
246520,2007,574,19602,,,0,1
19805,2007,35381,29543,,,0,1
53034,2007,143495,26324,,,0,1
74956,2007,35334,16675,,,0,1
163597,2007,106363,27523,,,0,1
138728,2010,149781,29203,,,0,1
252410,2010,139968,24845,,,0,1
214494,2014,106017,29697,,,0,1
87076,2014,140006,19251,,,0,1
72658,2014,78314,24428,,,0,1
271171,2015,78729,22722,,,0,1
140286,2015,6621,29053,,,0,1
283974,2019,57152,25752,,,0,1
120292,2019,6378,20157,,,0,1
53639,2022,62708,18955,,,0,1
150607,2022,106202,18617,,,0,1
1725,2022,62669,17800,,,0,1
280221,2023,144788,29689,,,0,1
174913,2024,140308,27606,,,0,1
197697,2025,70624,27258,,,0,1
179051,2000,106292,17163,,,0,1
87064,2000,6634,17460,,,0,1
280663,2000,155500,16882,,,0,1
241194,2001,143356,22599,,,0,1
221724,2004,62539,19100,,,0,1
117418,2004,143117,21286,,,0,1
199262,2004,106059,20760,,,0,1
260612,2004,7594,,1042,1,0,
230802,2005,151601,18559,,,0,1
89531,2005,144774,25830,,,0,1
222059,2007,119838,16259,,,0,1
221619,2007,133299,23971,,,0,1
294844,2007,139982,21457,,,0,1
172062,2008,107644,27901,,,0,1
114220,2008,79538,16369,,,0,1
16716,2010,151394,18616,,,0,1
290201,2011,149358,27556,,,0,1
221569,2012,73587,18682,,,0,1
270298,2013,106441,19426,,,0,1
175405,2013,7839,18024,,,0,1
127047,2013,120396,29198,,,0,1
92121,2014,79835,22721,,,0,1
190917,2014,36481,14059,,,1,0
129888,2014,133523,26356,,,0,1
231812,2014,80031,24824,,,0,1
246735,2014,144340,,604,1,0,
125916,2015,150386,12889,,,0,1
169846,2015,79627,22640,,,0,1
113467,2016,57408,29041,,,0,1
217378,2016,74009,26238,,,0,1
208602,2016,77789,,705,1,0,
24386,2016,151377,27793,,,0,1
73235,2016,66993,21887,,,0,1
43238,2016,143164,29969,,,0,1
154886,2017,63397,21493,,,0,1
254417,2017,63343,20712,,,0,1
75389,2018,7683,209,296,1,0,0
122431,2018,80079,28287,,,0,1
48360,2018,7834,17937,,,0,1
21486,2019,8059,27287,,,0,1
238818,2020,133542,17458,,,0,1
266872,2021,120164,21797,,,0,1
112139,2021,106401,23801,,,0,1
272538,2022,63228,26835,,,0,1
257705,2022,62567,17820,,,0,1
127715,2022,107259,15917,,,0,1
198244,2022,144742,23914,,,0,1
299834,2023,62986,27609,,,0,1
118553,2025,79540,25818,,,0,1
131926,2025,78282,18449,,,0,1
50598,2000,107931,29781,,,0,1
193826,2001,77999,26763,,,0,1
27779,2001,144897,19892,,,0,1
283541,2003,79899,21215,,,0,1
231063,2003,133111,225,326,1,0,0
208575,2003,107686,16586,,,0,1
34751,2004,143516,30102,,,0,1
190117,2004,78369,28234,,,0,1
212750,2004,6752,26723,,,0,1
228185,2005,108858,19667,,,0,1
60403,2006,109165,29963,,,0,1
272247,2006,57635,22399,,,0,1
261428,2008,70585,25617,,,0,1
127305,2008,57520,27228,,,0,1
256859,2008,63113,25162,,,0,1
56863,2008,151435,26660,,,0,1
262603,2009,151109,16208,,,0,1
228585,2009,139795,,255,1,0,
228441,2010,70556,28989,,,0,1
202395,2010,57383,22951,,,0,1
160744,2011,63268,26507,,,0,1
140564,2011,57535,24146,,,0,1
13817,2012,108685,19103,,,0,1
80353,2012,66399,17876,,,0,1
184194,2012,119814,17685,,,0,1
289394,2013,120439,22920,,,0,1
154069,2015,187,24180,,,0,1
236357,2016,78628,19196,,,0,1
103643,2016,8182,20155,,,0,1
252316,2017,119797,,1167,1,0,
85362,2017,156060,29355,,,0,1
144028,2018,151589,18465,,,0,1
136984,2019,155857,23911,,,0,1
12419,2019,7857,19650,,,0,1
72576,2023,57134,23553,,,0,1
72318,2023,105973,28144,,,0,1
266863,2025,156101,29788,,,0,1
256454,2000,108906,22960,,,0,1
195625,2002,688,27980,,,0,1
108986,2003,80013,18590,,,0,1
167431,2004,77971,26076,,,0,1
141430,2005,78810,28850,,,0,1
192154,2006,6281,23750,,,0,1
184209,2006,78619,21167,,,0,1
252348,2006,78599,,335,1,0,
164688,2006,156025,25574,,,0,1
171420,2007,79995,28814,,,0,1
84931,2007,6407,26413,,,0,1
14065,2008,79605,16831,,,0,1
296466,2009,360,16975,,,0,1
230736,2010,62963,18481,,,0,1
19999,2011,70533,17430,,,0,1
153245,2011,133540,25572,,,0,1
263865,2013,107753,24937,,,0,1
220302,2016,63324,23597,,,0,1
181690,2020,149662,21621,,,0,1
286837,2020,144680,26416,,,0,1
85952,2021,119758,,1316,1,0,
55660,2021,143092,22069,,,0,1
156674,2022,63246,19685,,,0,1
1642,2022,62959,27034,,,0,1
299383,2023,7689,16217,674,1,0,1
165515,2023,60,21056,,,0,1
41427,2023,155761,21798,,,0,1
252028,2024,73813,28965,,,0,1
8572,2025,140165,19831,,,0,1
2765,2025,151128,18138,,,0,1
144487,2025,35781,27413,,,0,1
278611,2001,119783,,975,1,0,
118413,2001,66515,17306,,,0,1
274131,2003,35597,22323,,,0,1
117018,2003,6499,21791,,,0,1
110167,2003,108855,21629,,,0,1
214882,2004,79393,,662,1,0,
190186,2005,106372,28340,,,0,1
158778,2007,188,17127,,,0,1
295506,2007,7626,98,1307,1,0,0
299107,2008,73571,23110,,,0,1
199945,2009,366,26299,,,0,1
66295,2009,66809,24476,,,0,1
281501,2009,107464,,777,1,0,
213471,2010,133814,28611,,,0,1
124375,2011,79033,26041,,,0,1
41192,2011,62541,25071,,,0,1
175072,2012,120014,17799,,,0,1
237694,2013,57164,19077,,,0,1
224667,2014,399,25405,,,0,1
141449,2014,70955,20834,,,0,1
121932,2015,66892,27586,,,0,1
137741,2016,63038,19807,,,0,1
76830,2016,78725,16674,,,0,1
223739,2016,6288,18517,,,0,1
288291,2019,79903,17138,,,0,1
51316,2019,155690,25747,,,0,1
211419,2019,106342,22244,,,0,1
281434,2021,143381,17257,,,0,1
159797,2021,381,27502,,,0,1
10943,2023,144618,22848,,,0,1
112984,2023,105916,,666,1,0,
173128,2024,369,22034,,,0,1
122878,2025,35380,16359,,,0,1
44998,2025,133318,18579,,,0,1
24375,2000,66994,28562,,,0,1
298542,2001,79043,28379,,,0,1
215079,2003,8437,23411,,,0,1
95240,2003,6909,29038,,,0,1
278047,2003,8339,19452,,,0,1
98786,2003,133645,25147,,,0,1
134000,2003,6362,26339,,,0,1
98676,2004,7760,356,97,1,0,0
90801,2005,106192,22849,,,0,1
216443,2008,62624,17340,,,0,1
152172,2011,107744,23146,,,0,1
188358,2011,125,19473,,,0,1
7145,2012,156063,29394,,,0,1
219582,2014,120084,20923,,,0,1
165545,2016,70412,28805,,,0,1
251737,2016,149263,17709,,,0,1
136240,2016,63643,28385,,,0,1
59539,2017,79446,,717,1,0,
78324,2019,70375,279,122,1,0,0
282530,2019,36027,4377,,,1,0
128964,2020,140454,28733,,,0,1
207720,2020,108753,27082,,,0,1
190125,2020,35203,,1077,1,0,
296214,2020,78053,29131,,,0,1
133762,2021,62819,27882,,,0,1
244775,2021,108960,25316,,,0,1
223817,2021,106406,24578,,,0,1
10324,2022,35145,,969,1,0,
223203,2024,78066,27657,,,0,1
266632,2024,151786,29185,,,0,1
26998,2024,77910,18541,,,0,1
63491,2000,12,,506,1,0,
287153,2001,108603,27536,,,0,1
150115,2001,63263,18990,,,0,1
286418,2002,35160,,438,1,0,
94226,2002,108613,18750,,,0,1
109737,2003,63057,18432,,,0,1
261010,2003,78630,18967,,,0,1
276259,2004,62995,26326,,,0,1
200339,2004,80093,29256,,,0,1
53322,2005,107552,19634,,,0,1
32573,2005,57191,28935,,,0,1
120342,2006,6577,17135,,,0,1
199936,2007,79741,29332,,,0,1
86572,2007,140092,21771,,,0,1
222123,2008,73671,23511,,,0,1
273427,2008,8434,29718,,,0,1
127228,2011,7652,156,91,1,0,0
16447,2011,66437,21307,,,0,1
29310,2012,108119,28394,,,0,1
178975,2012,155671,23018,,,0,1
166484,2012,62903,17452,,,0,1
238237,2013,35355,18776,,,0,1
194871,2013,106316,27939,,,0,1
15723,2013,6879,24920,,,0,1
254780,2015,133548,29382,,,0,1
202175,2017,149340,20344,,,0,1
8548,2017,62781,16951,,,0,1
188020,2018,520,30094,,,0,1
16233,2018,63168,29162,,,0,1
94363,2019,63235,19521,,,0,1
180756,2019,8288,26895,,,0,1
47505,2019,70994,23434,,,0,1
118158,2019,140235,22597,,,0,1
41023,2020,496,23213,,,0,1
294670,2020,139786,,701,1,0,
177664,2020,66453,17726,,,0,1
187867,2023,7944,23318,,,0,1
172787,2023,140272,18239,,,0,1
264771,2023,149599,24716,,,0,1
82203,2024,79832,18763,,,0,1
297993,2025,7587,16,1029,1,0,0
30405,2025,70891,25363,,,0,1
265240,2000,119707,,1328,1,0,
99520,2000,63177,25342,,,0,1
114354,2001,7847,19098,,,0,1
95654,2004,119933,21035,,,0,1
128387,2005,57029,18534,,,0,1
293226,2005,79579,17798,,,0,1
81360,2005,151535,26534,,,0,1
34156,2006,57601,29285,,,0,1
217201,2008,6371,27477,,,0,1
90216,2008,6205,,743,1,0,
134635,2011,143274,20427,,,0,1
149335,2011,78418,22362,,,0,1
30064,2011,149621,17104,,,0,1
233906,2012,73588,28667,,,0,1
157565,2012,70707,19232,,,0,1
161835,2013,66813,22094,,,0,1
139406,2013,63142,21326,,,0,1
256407,2014,79202,24572,,,0,1
58666,2015,142963,,764,1,0,
164591,2016,62957,23987,,,0,1
275789,2016,143578,28832,,,0,1
8506,2016,151150,29182,,,0,1
61095,2016,35619,23241,,,0,1
150248,2019,109187,28204,,,0,1
221610,2021,120261,25915,,,0,1
219619,2021,143494,25159,,,0,1
209175,2021,62480,47,0,1,0,0
172740,2021,73645,24247,,,0,1
203901,2022,133514,20583,,,0,1
294075,2023,66905,25146,,,0,1
91037,2023,140121,16820,,,0,1
262237,2023,106318,28100,,,0,1
259661,2024,152111,9084,,,1,0
73288,2024,140104,21373,,,0,1
158250,2025,120302,29069,,,0,1
150516,2025,67352,9152,,,1,0
160817,2025,143361,17132,,,0,1
26144,2025,120301,26893,,,0,1
252929,2001,105972,24072,,,0,1
8023,2001,62885,28384,,,0,1
73446,2004,149259,,749,1,0,
102084,2005,66750,23256,,,0,1
187587,2005,149416,16384,,,0,1
33984,2005,446,17475,,,0,1
170249,2005,74127,26105,,,0,1
91941,2007,6322,18493,,,0,1
237623,2007,70572,29102,,,0,1
275310,2008,6824,21507,,,0,1
29179,2010,149837,20779,,,0,1
203903,2011,35875,22238,,,0,1
241244,2011,36284,9986,,,0,1
123067,2011,62768,16779,,,0,1
166390,2012,71278,7875,,,0,1
3618,2013,155944,26431,,,0,1
227205,2013,7885,21121,,,0,1
177386,2013,106364,22625,,,0,1
112686,2015,62805,27079,,,0,1
168690,2015,120144,19663,,,0,1
162495,2015,57552,26371,,,0,1
7453,2016,140247,26527,,,0,1
246159,2016,196,16397,,,0,1
87692,2017,70563,28763,,,0,1
104698,2017,7631,102,65,1,0,0
197205,2019,6365,26438,,,0,1
283428,2020,247,24504,,,0,1
213049,2021,119847,22044,,,0,1
32139,2022,74829,15233,,,1,0
71225,2022,73653,25328,,,0,1
233668,2023,149298,18548,,,0,1
168417,2023,108784,18007,,,0,1
142877,2025,8133,26236,,,0,1
207672,2000,74162,21889,,,0,1
126349,2001,109135,28080,,,0,1
174192,2002,35471,18993,,,0,1
33978,2003,133711,20492,,,0,1
279004,2003,633,21792,,,0,1
144003,2004,149653,24737,,,0,1
151883,2005,80095,26639,,,0,1
146399,2005,77808,,432,1,0,
276638,2006,107497,19784,,,0,1
244700,2006,142975,,1224,1,0,
64855,2006,108088,23426,,,0,1
217431,2007,74026,28917,,,0,1
74290,2008,106407,18684,,,0,1
210082,2008,156149,29201,,,0,1
290380,2009,133202,25897,,,0,1
93729,2009,66612,18387,,,0,1
40089,2009,155646,21293,,,0,1
206585,2010,63027,,677,1,0,
66517,2010,149597,24698,,,0,1
144538,2011,133792,27111,,,0,1
49849,2012,155552,16766,,,0,1
136433,2013,7889,21101,,,0,1
28659,2013,70985,29469,,,0,1
264568,2014,144805,18044,,,0,1
239887,2018,73763,27591,,,0,1
174174,2018,133794,27490,,,0,1
203823,2018,155915,22432,,,0,1
151066,2020,70739,29224,,,0,1
173000,2021,78386,26849,,,0,1
93505,2021,35702,25673,,,0,1
134603,2022,119877,18500,,,0,1
16015,2022,73949,21553,,,0,1
88382,2022,73681,27495,,,0,1
120303,2024,63270,28668,,,0,1
50936,2024,120018,25879,,,0,1
234140,2024,6294,24441,,,0,1
220940,2025,74049,27417,,,0,1
289525,2025,35190,211,994,1,0,0
259282,2025,63139,24724,,,0,1
87826,2025,70550,27917,,,0,1
182073,2002,70573,27036,,,0,1
126810,2002,66631,28862,,,0,1
31106,2003,149873,22512,,,0,1
134746,2004,70970,21825,,,0,1
8489,2005,155525,17097,,,0,1
158,2005,155722,16582,,,0,1
154322,2007,35305,17650,,,0,1
154944,2007,107461,,458,1,0,
280579,2007,149397,29234,,,0,1
144780,2007,120186,22584,,,0,1
231127,2007,108844,22564,,,0,1
263821,2007,133662,25341,,,0,1
174302,2008,149240,142,2,1,0,0
140651,2010,79768,18077,,,0,1
143692,2010,119839,16592,,,0,1
86181,2011,133817,28881,,,0,1
285915,2011,133186,20773,,,0,1
254150,2011,119734,217,1009,1,0,0
182599,2012,149437,21143,,,0,1
136996,2014,79445,,1124,1,0,
81170,2015,78998,29241,,,0,1
97761,2015,63123,27204,,,0,1
78879,2016,35176,,147,1,0,
193181,2016,149759,18746,,,0,1
187841,2017,67009,22797,,,0,1
170250,2017,66930,26997,,,0,1
182747,2018,62553,17835,,,0,1
147765,2019,35239,,139,1,0,
259470,2019,340,20649,,,0,1
294441,2020,144663,21694,,,0,1
239961,2020,155887,22335,,,0,1
209699,2020,151304,17260,,,0,1
41350,2021,79630,23151,,,0,1
21835,2021,144673,26252,,,0,1
168251,2022,106238,22708,,,0,1
277245,2022,149582,22709,,,0,1
48795,2023,156051,26116,,,0,1
288468,2023,6390,16416,,,0,1
207133,2024,8671,7273,,,1,0
294999,2024,57699,28725,,,0,1
48597,2000,108006,1414,,,0,1
169767,2002,133562,23049,,,0,1
251271,2002,151540,17566,,,0,1
82498,2002,66820,26880,,,0,1
77124,2002,139910,19065,,,0,1
81823,2002,66434,27224,,,0,1
26569,2003,133585,22628,,,0,1
46157,2003,79927,24037,,,0,1
227551,2004,155663,23753,,,0,1
193214,2004,29,24141,,,0,1
51115,2006,106348,29859,,,0,1
208311,2006,144794,23159,,,0,1
87448,2006,79618,17034,,,0,1
14823,2007,108909,24226,,,0,1
126797,2008,78862,28641,,,0,1
47069,2011,133686,25669,,,0,1
248304,2011,107494,18802,,,0,1
13500,2011,79010,23000,,,0,1
24553,2012,73833,20542,,,0,1
211765,2012,143180,26321,,,0,1
98451,2013,78359,30067,,,0,1
232769,2013,78254,25890,,,0,1
98484,2013,70828,22854,,,0,1
234901,2013,35728,23374,,,0,1
77082,2015,149708,28174,,,0,1
122399,2017,120284,23520,,,0,1
193914,2018,63147,24385,,,0,1
122985,2018,73544,17609,759,1,0,1
111667,2018,140037,27241,,,0,1
56394,2020,120192,22690,,,0,1
286049,2021,57218,24032,,,0,1
21998,2022,105947,19533,,,0,1
262043,2022,143436,28027,,,0,1
86916,2022,140182,17142,,,0,1
215088,2022,57274,18008,,,0,1
166786,2023,659,29839,,,0,1
31602,2024,108308,6114,,,1,0
122377,2024,149845,20916,,,0,1
67368,2000,7637,114,80,1,0,0
240493,2000,63319,22361,,,0,1
41740,2001,119766,,1155,1,0,
241309,2001,79494,,1254,1,0,
239316,2001,119891,21450,,,0,1
78722,2002,108561,19775,,,0,1
170805,2002,149405,17615,,,0,1
287848,2004,7882,23586,,,0,1
268801,2004,139790,16241,217,1,0,1
163109,2006,151077,300,273,1,0,0
146494,2006,78855,28290,,,0,1
188759,2006,62980,18705,,,0,1
136041,2007,79,25196,,,0,1
37875,2007,133801,27936,,,0,1
65448,2007,73552,17654,,,0,1
65119,2007,149350,22588,,,0,1
92536,2009,133126,16902,578,1,0,1
108910,2009,141026,14143,,,0,1
184905,2009,155929,27590,,,0,1
63595,2009,79536,28143,,,0,1
117966,2014,107777,25051,,,0,1
193342,2015,151454,21105,,,0,1
140621,2016,63300,21356,,,0,1
18758,2016,144983,27883,,,0,1
124733,2018,78727,27062,,,0,1
254996,2018,133132,,231,1,0,
50431,2019,63301,18623,,,0,1
297165,2019,66711,19673,,,0,1
235393,2020,35606,20334,,,0,1
170290,2021,151227,20609,,,0,1
282003,2022,119790,,740,1,0,
215662,2023,151788,29293,,,0,1
36017,2024,155995,25089,,,0,1
132347,2024,35347,22128,,,0,1
240252,2001,156070,20937,,,0,1
176170,2002,140198,24672,,,0,1
126809,2002,73725,22481,,,0,1
258587,2003,35864,21362,,,0,1
207032,2003,120662,6259,,,0,1
159561,2003,107832,25978,,,0,1
57818,2003,107934,29248,,,0,1
106748,2005,6495,21779,,,0,1
226547,2005,149392,20430,,,0,1
119931,2006,6440,25809,,,0,1
152522,2008,143139,18986,,,0,1
139324,2008,133736,28284,,,0,1
50857,2008,65,18870,,,0,1
123494,2009,133122,18923,737,1,0,1
34619,2009,66691,18606,,,0,1
187504,2010,63600,22559,,,0,1
163441,2011,378,17066,,,0,1
48395,2011,106215,21335,,,0,1
146072,2012,569,25383,,,0,1
113202,2013,57326,16750,,,0,1
103639,2014,139798,,454,1,0,
31145,2014,7762,,1049,1,0,
261464,2014,63122,18325,,,0,1
57047,2014,67005,29470,,,0,1
15025,2017,140194,25996,,,0,1
80737,2018,143351,22493,,,0,1
4018,2019,140117,22031,,,0,1
119919,2020,140406,22372,,,0,1
271194,2020,120055,19527,,,0,1
67759,2020,149692,18045,,,0,1
231511,2021,155526,19704,,,0,1
223127,2022,8419,22210,,,0,1
185760,2023,78275,23188,,,0,1
242461,2024,144639,20546,,,0,1
35132,2024,57056,17738,,,0,1
269019,2025,35524,22418,,,0,1
57523,2025,107635,17982,,,0,1
95342,2025,70762,17265,,,0,1
126390,2025,78198,26257,,,0,1
83904,2000,78402,27654,,,0,1
171243,2000,7916,22162,,,0,1
27962,2001,106341,22769,,,0,1
28781,2002,109609,11040,,,0,1
244812,2002,50,18274,,,0,1
16924,2003,144812,28171,,,0,1
230137,2003,133629,24356,,,0,1
206660,2003,120123,20858,,,0,1
169649,2003,144810,18206,,,0,1
237238,2004,120316,27215,,,0,1
225251,2005,133188,24826,,,0,1
162692,2006,106046,16361,,,0,1
75176,2007,77975,27916,,,0,1
244355,2007,57425,24500,,,0,1
52147,2007,156113,24919,,,0,1
216730,2007,66626,21409,,,0,1
63989,2008,77883,16826,,,0,1
193480,2009,120045,23901,,,0,1
295532,2009,8008,17850,,,0,1
202697,2010,6433,29902,,,0,1
76539,2010,77905,23080,,,0,1
89911,2011,73986,29838,,,0,1
254930,2011,155941,29913,,,0,1
176711,2013,178,20654,,,0,1
234410,2013,133269,21088,,,0,1
275195,2014,151590,27190,,,0,1
137940,2014,66482,21228,,,0,1
256716,2015,119941,20356,,,0,1
278633,2016,7690,23128,171,1,0,1
123805,2016,7932,27531,,,0,1
81730,2017,143409,26161,,,0,1
233407,2019,66762,22755,,,0,1
229663,2019,149357,21814,,,0,1
205495,2024,149570,20885,,,0,1
93635,2024,80021,24062,,,0,1
41632,2025,6259,17684,,,0,1
218554,2025,107601,28835,,,0,1
166510,2000,151093,24294,,,0,1
280930,2001,6626,21619,,,0,1
267743,2002,8460,28013,,,0,1
243744,2002,66366,72,320,1,0,0
184736,2003,70806,22456,,,0,1
170044,2003,144651,16799,,,0,1
132447,2003,78740,18529,,,0,1
285713,2004,78816,18999,,,0,1
177269,2004,140072,19567,,,0,1
49463,2005,78602,16284,,,0,1
75133,2005,143341,27923,,,0,1
100853,2005,144692,19565,,,0,1
203778,2006,108704,30120,,,0,1
53264,2007,143352,25101,,,0,1
141541,2009,63194,18611,,,0,1
188848,2011,109163,29834,,,0,1
213720,2011,62833,28097,,,0,1
216432,2012,106180,20663,,,0,1
175379,2014,8283,26891,,,0,1
288018,2015,140352,19873,,,0,1
182288,2016,62513,27800,,,0,1
257306,2018,79546,26631,,,0,1
14939,2018,139846,16916,,,0,1
19477,2018,155702,20370,,,0,1
238735,2018,66733,26950,,,0,1
132175,2018,485,26305,,,0,1
297374,2019,66702,23878,,,0,1
110294,2019,133505,20400,,,0,1
87073,2019,151080,,769,1,0,
124484,2020,35792,24358,,,0,1
278209,2020,79031,27476,,,0,1
296505,2021,35270,16251,,,0,1
53986,2022,62536,17768,,,0,1
171753,2022,78835,27308,,,0,1
68162,2023,143545,20528,,,0,1
18588,2023,6827,28003,,,0,1
184370,2024,108837,30015,,,0,1
65178,2025,120431,28963,,,0,1
83931,2001,79674,19568,,,0,1
4509,2001,139872,17714,,,0,1
188444,2001,108061,28563,,,0,1
44354,2002,120376,25670,,,0,1
111979,2002,35335,25484,,,0,1
212905,2003,62757,16649,,,0,1
74387,2003,73639,25814,,,0,1
203697,2004,156071,27482,,,0,1
138105,2007,106326,29096,,,0,1
202070,2007,35742,23917,,,0,1
118331,2007,133216,18724,,,0,1
140529,2007,140196,20557,,,0,1
60557,2008,143385,26910,,,0,1
58565,2009,7660,171,1086,1,0,0
212392,2011,73997,26962,,,0,1
212690,2011,78022,19742,,,0,1
220130,2012,62937,23470,,,0,1
100290,2012,149798,19846,,,0,1
253216,2013,63331,16998,,,0,1
211608,2013,149634,23242,,,0,1
77189,2015,140392,21645,,,0,1
