index,car_id,problem_category
15834,60628,fuel system
15838,205689,power train
15847,26569,structure
15861,131463,vehicle speed control
15863,35926,seat belts
15864,229839,seats
15866,1654,visibility
15867,96174,vehicle speed control
15872,265138,electrical system
15875,113466,steering
15880,186522,service brakes
15882,76576,engine
15884,133915,engine
15888,250553,power train
15889,59198,structure
15893,71493,engine
15894,232871,power train
15899,176264,electrical system
15918,20776,vehicle speed control
15923,177306,fuel/propulsion system
15928,8421,electrical system
15936,121490,engine and engine cooling
15939,75923,power train
15943,227052,power train
15956,151674,engine
15979,45496,electrical system
15985,151066,fuel system
15988,155761,vehicle speed control
15989,293567,service brakes
16000,137532,power train
16012,32732,power train
16021,120506,electrical system
16023,80663,electrical system
16024,244296,engine
16034,268727,electrical system
16037,229708,power train
16056,158077,engine
16085,105964,electrical system
16089,290591,engine
16096,284044,forward collision avoidance
16107,78814,power train
16108,208122,power train
16139,262043,tires
16146,143950,structure
16152,16192,electrical system
16161,276273,power train
16166,136540,power train
16180,125021,seat belts
16183,196605,service brakes
16187,279214,fuel/propulsion system
16202,5970,power train
16207,62330,engine
16224,210287,structure
16229,277604,power train
16245,230228,electrical system
16249,204107,visibility/wiper
16260,38725,power train
16267,184436,power train
16271,104562,air bags
16283,228067,engine
16296,36545,service brakes
16309,187432,vehicle speed control
16313,182695,electrical system
16319,253000,engine
16323,260272,power train
16324,1527,electrical system
16336,265755,engine
16342,8331,latches/locks/linkages
16343,123253,structure
16348,39439,engine
16349,254275,power train
16353,252253,service brakes
16360,260712,air bags
16379,228485,engine and engine cooling
16384,237805,engine
16385,138680,visibility
16387,227323,power train
16389,1996,air bags
16397,145385,engine
16410,82402,air bags
16420,4096,service brakes
16430,10618,electrical system
16432,100835,air bags
16440,178110,electrical system
16444,50807,fuel system
16457,130748,vehicle speed control
16458,189537,engine
16460,166344,fuel/propulsion system
16471,156634,structure
16473,251409,electrical system
16474,50915,exterior lighting
16478,6287,electrical system
16497,288035,vehicle speed control
16500,228295,steering
16504,173116,air bags
16513,183234,electrical system
16519,122427,engine
16522,231491,electrical system
16524,45202,structure
16527,205326,power train
16532,155382,power train
16550,182422,electrical system
16552,47572,electrical system
16567,234925,power train
16586,78755,back over prevention
16600,105019,power train
16603,123506,power train
16608,113847,electrical system
16617,0,vehicle speed control
16619,185202,service brakes
16627,138102,engine
16633,92704,electrical system
16638,84189,steering
16657,145547,steering
16673,103639,suspension
16674,173931,engine and engine cooling
16687,266510,electrical system
16694,153436,vehicle speed control
16695,181758,electrical system
16705,96082,electrical system
16709,198582,suspension
16712,221597,engine
16713,282346,steering
16715,141201,electrical system
16724,130011,engine
16729,174357,power train
16737,32168,structure
16751,63858,power train
16755,254566,power train
16759,37972,electrical system
16761,46077,steering
16764,162261,suspension
16768,149686,engine and engine cooling
16776,222123,fuel/propulsion system
16778,195178,air bags
16781,105718,electrical system
16787,122669,exterior lighting
16791,138518,electrical system
16794,235066,steering
16795,160390,engine
16798,227155,electrical system
16800,115763,engine
16803,269477,fuel system
16808,141803,electrical system
16814,125487,power train
16815,200832,wheels
16822,276687,power train
16828,15953,service brakes
16842,187517,engine
16845,145974,engine
16855,70746,electrical system
16873,259334,engine
16889,82203,power train
16903,45155,power train
16911,10326,forward collision avoidance
16922,136998,steering
16923,57699,electrical system
16930,185123,steering
16945,167714,electrical system
16958,101105,electrical system
16961,91570,power train
16963,59969,power train
16964,1245,air bags
16966,151024,power train
16974,252947,suspension
16983,270981,steering
16988,148564,power train
16989,280496,air bags
16995,151084,vehicle speed control
17005,117773,fuel/propulsion system
17023,124573,power train
17033,99188,service brakes
17035,147619,back over prevention
17037,12694,steering
17038,28560,structure
17041,296473,fuel/propulsion system
17061,59124,air bags
17063,58496,air bags
17074,174035,electrical system
17092,252862,engine and engine cooling
17095,154332,engine and engine cooling
17106,1240,seats
17112,239709,engine and engine cooling
17121,96173,visibility/wiper
17136,155040,engine
17142,66536,vehicle speed control
17143,157861,engine and engine cooling
17160,24627,engine
17167,166176,electrical system
17174,280935,forward collision avoidance
17175,85179,engine
17186,267650,electrical system
17208,276439,engine
17213,245828,steering
17218,231561,electrical system
17223,1636,electrical system
17242,268395,vehicle speed control
17246,64950,engine
17247,225634,visibility/wiper
17278,289094,exterior lighting
17280,46690,electrical system
17281,17563,electrical system
17287,116270,forward collision avoidance
17290,24756,electrical system
17299,181485,engine
17309,12080,power train
17316,45944,electrical system
17318,259329,fuel/propulsion system
17332,129265,power train
17335,189976,steering
17337,236377,engine
17339,128745,electrical system
17340,107661,exterior lighting
17349,25659,power train
17350,151995,electrical system
17351,31705,visibility
17352,156044,steering
17356,166028,power train
17369,266610,power train
17373,33485,power train
17374,157777,steering
17390,281505,steering
17404,237073,power train
17417,193270,steering
17423,129376,electrical system
17426,175279,power train
17448,3031,steering
17450,230039,steering
17453,276679,structure
17454,225255,air bags
17466,273129,service brakes
17469,79199,structure
17482,17416,power train
17483,87202,electrical system
17507,280127,engine
17508,135980,structure
17519,132439,air bags
17549,165508,vehicle speed control
17560,166179,electrical system
17564,45941,vehicle speed control
17565,109289,power train
17570,133087,seat belts
17571,1872,fuel system
17583,226286,fuel/propulsion system
17584,23664,power train
17591,31709,structure
17595,116835,electrical system
17598,95380,service brakes
17601,227834,engine
17604,82947,suspension
17609,12743,engine
17622,145595,air bags
17627,297937,steering
17636,98873,engine
17637,239242,power train
17671,298965,power train
17677,196351,air bags
17687,70335,engine
17691,45813,engine and engine cooling
17712,293439,engine
17724,250101,electrical system
17733,35820,power train
17740,84701,power train
17752,69518,air bags
17755,43084,air bags
17764,251446,service brakes
17773,29512,vehicle speed control
17776,105708,service brakes
17798,51899,electrical system
17804,91541,air bags
17807,159488,power train
17808,119283,engine
17810,36459,power train
17819,88553,engine
17823,288237,electrical system
17825,11386,power train
17832,140918,visibility/wiper
17833,165525,engine
17834,220486,power train
17835,25052,engine
17872,118803,electrical system
17876,200833,electrical system
17891,173896,power train
17895,190049,engine
17931,253479,structure
17939,157815,engine
17942,189834,vehicle speed control
17954,229878,steering
17957,200567,fuel/propulsion system
17962,99169,electrical system
17964,116062,engine
17970,84716,seats
17972,38118,power train
17987,273469,power train
17989,277431,vehicle speed control
17992,243345,engine
18004,85249,lane departure
18008,10000,electrical system
18009,244589,power train
18017,270128,engine
18035,127290,engine and engine cooling
18054,4196,engine
18062,205495,visibility
18068,181901,power train
18076,258475,visibility/wiper
18079,266563,engine and engine cooling
18081,184154,engine
18086,17183,engine and engine cooling
18089,34098,air bags
18090,57667,service brakes
18097,106664,power train
18098,88306,service brakes
18099,152314,electrical system
18100,252440,electrical system
18103,57146,structure
18104,64617,engine
18124,277453,service brakes
18130,297301,electrical system
18153,195028,power train
18155,169193,engine
18161,203001,electrical system
18162,93830,wheels
18173,294686,power train
18194,106361,electrical system
18198,90761,electrical system
18209,160806,service brakes
18230,117352,engine
18238,106168,fuel/propulsion system
18260,18538,electrical system
18268,101858,power train
18284,169180,service brakes
18287,287848,electrical system
18311,187586,lane departure
18320,64854,steering
18328,128229,service brakes
18334,95707,air bags
18343,162981,electrical system
18346,96665,engine and engine cooling
18350,279034,electrical system
18356,171387,visibility
18365,259321,electrical system
18369,25983,fuel system
18370,223050,power train
18391,195169,structure
18399,276970,power train
18401,251992,steering
18420,28304,engine
18433,4596,engine
18439,202607,steering
18440,25017,air bags
18444,256676,air bags
18457,49350,steering
18458,293841,vehicle speed control
18475,63746,service brakes
18476,183704,engine
18479,3480,engine and engine cooling
18482,59605,structure
18486,288657,wheels
18487,258611,engine
18501,78296,service brakes
18506,39205,visibility/wiper
18522,289411,vehicle speed control
18528,122608,electrical system
18533,160834,service brakes
18539,106208,power train
18548,66539,engine
18572,183727,electrical system
18583,224115,power train
18586,47436,wheels
18589,152931,seat belts
18593,104132,electrical system
18597,168869,electrical system
18598,296947,electrical system
18600,233218,engine and engine cooling
18605,133927,exterior lighting
18607,154775,electrical system
18630,162416,fuel/propulsion system
18631,42971,steering
18632,77481,back over prevention
18636,190837,electrical system
18640,73939,power train
18644,46161,power train
18645,280297,engine
18657,186703,power train
18676,221396,engine
18678,153172,vehicle speed control
18679,99496,power train
18680,219002,fuel/propulsion system
18684,158854,electrical system
18701,278160,electrical system
18704,118172,steering
18705,118514,power train
18710,251231,power train
18716,22104,service brakes
18717,4217,electrical system
18729,95459,electrical system
18766,37137,engine and engine cooling
18777,11447,electrical system
18778,44614,electrical system
18791,290869,power train
18792,151658,power train
18811,280221,vehicle speed control
18812,86080,power train
18816,245122,wheels
18818,74946,air bags
18828,285189,service brakes
18831,162017,fuel system
18848,186869,seat belts
18851,30199,steering
18864,1649,engine
18880,51456,steering
18882,98287,vehicle speed control
18889,99744,steering
18899,30342,power train
18903,243337,vehicle speed control
18905,190580,service brakes
18909,76597,visibility/wiper
18915,230693,power train
18930,183084,steering
18931,73038,steering
18935,148891,service brakes
18941,33331,vehicle speed control
18942,130568,power train
18947,241789,steering
18960,144752,engine
18964,221724,equipment
18974,295243,engine
18975,137378,visibility
19008,277027,fuel/propulsion system
19011,10582,structure
19023,118842,power train
19031,155030,power train
19041,135560,engine and engine cooling
19050,206550,service brakes
19066,93656,visibility/wiper
19067,231934,electrical system
19072,31555,power train
19077,114975,structure
19081,94191,power train
19083,199206,steering
19094,142061,vehicle speed control
19103,185785,structure
19125,231354,power train
19129,216250,service brakes
19137,162724,steering
19141,288091,air bags
19144,193436,electrical system
19145,59669,electrical system
19150,42773,power train
19155,268986,engine
19161,16159,wheels
19168,254162,power train
19170,159682,electrical system
19175,273231,electrical system
19178,110070,power train
19188,229674,structure
19200,123337,engine
19202,248904,power train
19206,240382,power train
19212,140093,electrical system
19221,267246,electrical system
19226,283262,vehicle speed control
19234,64665,electrical system
19241,200670,service brakes
19247,271366,steering
19255,239887,fuel/propulsion system
19261,184114,electrical system
19262,242064,engine
19283,261475,engine
19287,120231,structure
19292,160198,air bags
19301,31262,engine
19304,48178,power train
19307,181046,electrical system
19311,60480,electrical system
19314,259805,power train
19329,138838,power train
19331,120516,steering
19337,65143,service brakes
19342,3669,steering
19343,207307,service brakes
19344,59267,power train
19361,146821,power train
19369,287817,service brakes
19373,297745,electrical system
19374,72754,engine and engine cooling
19391,276124,engine
19402,262603,visibility/wiper
19408,72826,electrical system
19416,257168,electrical system
19419,22736,electrical system
19422,83904,lane departure
19426,224102,engine
19439,224783,engine
19446,6629,visibility/wiper
19461,276538,electrical system
19462,78653,engine and engine cooling
19463,220202,back over prevention
19464,165023,power train
19473,16631,power train
19476,150000,engine
19479,47178,forward collision avoidance
19496,261409,visibility
19499,225826,power train
19508,3487,power train
19532,154253,service brakes
19539,204748,seats
19546,34297,steering
19550,25413,electrical system
19552,201410,service brakes
19555,127903,service brakes
19560,264489,electrical system
19563,130930,engine
19565,242461,vehicle speed control
19585,67274,electrical system
19602,186228,engine
19607,196445,engine
19618,31014,electrical system
19620,194655,service brakes
19624,108986,power train
19632,181304,visibility/wiper
19635,223300,electrical system
19646,132001,electrical system
19655,31924,air bags
19657,181790,steering
19658,126632,electrical system
19664,238815,service brakes
19670,228621,engine and engine cooling
19677,169253,suspension
19679,293990,service brakes
19683,90140,electrical system
19686,240644,power train
19687,205046,suspension
19688,225461,service brakes
19698,246641,visibility/wiper
19700,78324,fuel system
19714,272260,exterior lighting
19725,100859,electrical system
19730,217378,fuel/propulsion system
19750,151802,service brakes
19753,280910,steering
19754,57031,electrical system
19755,257930,engine
19782,21102,engine
19785,187841,forward collision avoidance
19789,127986,steering
19792,103493,steering
19797,22378,suspension
19799,218151,power train
19811,267996,fuel system
19816,133566,steering
19819,63982,wheels
19839,213759,service brakes
19854,143894,steering
19859,200493,steering
19873,244949,forward collision avoidance
19882,86178,engine
19888,238170,power train
19893,180843,air bags
19899,35866,fuel/propulsion system
19914,80385,exterior lighting
19923,237611,vehicle speed control
19941,100693,electrical system
19944,70439,air bags
19947,150180,visibility
19954,252731,electrical system
19955,211007,visibility/wiper
19966,78729,seat belts
19976,43513,tires
19981,211692,electrical system
19986,4018,suspension
20005,182487,service brakes
20008,34077,electrical system
20015,229175,power train
20020,199172,service brakes
20031,136984,wheels
20043,5797,electrical system
20054,248441,engine
20057,232060,engine
20058,83570,power train
20069,128461,visibility
20076,73872,electrical system
20079,23117,engine
20086,154306,tires
20090,223550,power train
20091,237012,engine
20096,88333,electrical system
20099,274726,engine
20101,51723,electrical system
20128,277533,seat belts
20132,111307,power train
20136,137196,engine and engine cooling
20142,54695,steering
20143,271882,vehicle speed control
20148,112712,electrical system
20154,122616,power train
20162,84726,fuel/propulsion system
20165,178690,fuel/propulsion system
20169,200369,power train
20170,155891,electrical system
20186,37696,tires
20191,281325,power train
20193,132171,steering
20196,165386,vehicle speed control
20201,130438,service brakes
20205,109733,engine
20220,277771,suspension
20232,151369,steering
20239,42288,power train
20240,113505,electrical system
20248,162465,engine
20253,190525,engine
20262,113592,electrical system
20272,36443,fuel system
20292,211267,electrical system
20297,208770,service brakes
20319,165979,power train
20329,44595,structure
20330,255081,electrical system
20335,202613,fuel/propulsion system
20338,97982,engine and engine cooling
20343,108313,forward collision avoidance
20344,250815,fuel/propulsion system
20347,220604,engine
20356,52998,power train
20390,155194,steering
20397,46809,power train
20398,17558,power train
20406,145813,engine
20409,35548,exterior lighting
20425,10604,power train
20426,220955,engine
20433,60573,electrical system
20442,232381,steering
20473,75267,power train
20475,264959,fuel system
20476,31967,structure
20502,130118,visibility/wiper
20518,114729,visibility/wiper
20530,233668,visibility
20535,38330,engine
20542,282409,electrical system
20545,213389,power train
20565,284848,engine and engine cooling
20576,61135,power train
20577,213588,power train
20591,293481,electrical system
20595,257705,equipment
20596,252142,electrical system
20599,11304,air bags
20603,35429,fuel/propulsion system
20605,91960,structure
20609,125558,engine
20612,162335,service brakes
20621,233638,steering
20624,122901,electrical system
20641,178105,air bags
20652,61470,air bags
20660,75164,electrical system
20661,86052,power train
20669,42443,fuel system
20678,186188,electrical system
20696,113602,engine
20697,79075,steering
20703,240776,visibility/wiper
20718,81701,suspension
20723,187867,electrical system
20733,291521,structure
20743,94473,engine
20745,79755,electrical system
20749,255815,power train
20757,179971,steering
20759,223334,power train
20769,173201,service brakes
20772,284242,visibility
20776,20570,engine
20779,262754,engine
20782,262842,power train
20783,143877,power train
20785,17936,electrical system
20788,265476,seats
20798,158223,power train
20800,41400,electrical system
20803,213015,steering
20819,182532,steering
20833,273067,engine
20839,46691,fuel/propulsion system
20844,3354,electrical system
20845,102454,steering
20849,60201,electrical system
20856,162215,seat belts
20863,114381,fuel/propulsion system
20868,196638,electrical system
20882,123912,electrical system
20903,196033,vehicle speed control
20905,88268,engine
20910,289272,service brakes
20927,150493,engine
20935,61075,engine
20952,60610,service brakes
20987,236449,electrical system
20998,211977,fuel/propulsion system
21004,141175,engine and engine cooling
21013,125968,power train
21024,33552,fuel system
21032,25704,steering
21044,4216,exterior lighting
21049,67287,electrical system
21059,212143,power train
21069,131305,forward collision avoidance
21083,75389,electrical system
21085,48715,electrical system
21093,157881,power train
21098,19830,power train
21100,159961,engine
21107,53673,service brakes
21114,96841,service brakes
21144,125053,service brakes
21145,268448,vehicle speed control
21152,238619,power train
21169,154970,engine
21172,53201,electrical system
21176,124799,electrical system
21188,60159,service brakes
21200,4120,power train
21201,275336,exterior lighting
21202,82871,engine
21205,9768,fuel/propulsion system
21207,139311,service brakes
21219,30033,fuel/propulsion system
21224,156137,structure
21226,255680,vehicle speed control
21242,289523,steering
21243,261504,fuel/propulsion system
21247,277341,power train
21253,263659,steering
21254,257278,electrical system
21276,256078,electrical system
21277,118991,service brakes
21283,137046,electrical system
21288,42672,air bags
21294,104083,power train
21303,19343,service brakes
21312,92983,steering
21313,102106,forward collision avoidance
21325,53077,electrical system
21327,276826,back over prevention
21341,54879,engine
21362,18791,electrical system
21373,11631,visibility/wiper
21376,62073,power train
21381,187370,engine
21382,215291,power train
21383,224732,fuel/propulsion system
21386,150162,power train
21388,3805,engine
21396,30457,visibility/wiper
21398,207296,electrical system
21419,125515,steering
21435,62164,power train
21439,243520,electrical system
21451,165400,power train
21466,268894,service brakes
21473,47141,engine
21476,92536,structure
21477,121361,engine and engine cooling
21489,263122,power train
21497,145332,service brakes
21503,156422,service brakes
21505,266632,visibility/wiper
21508,78449,engine
21514,273822,power train
21536,68730,fuel/propulsion system
21539,64280,visibility/wiper
21543,32394,visibility/wiper
21546,20234,electrical system
21556,112617,visibility/wiper
21559,10550,structure
21567,146322,vehicle speed control
21569,176838,steering
21578,70149,seat belts
21582,135322,service brakes
21589,86752,engine
21594,167908,steering
21615,103536,engine
21618,142994,steering
21620,47497,steering
21621,141192,suspension
21622,236803,structure
21624,175575,steering
21636,31881,fuel/propulsion system
21637,50249,steering
21654,207945,engine and engine cooling
21660,190427,steering
21673,151956,forward collision avoidance
21689,293298,engine
21699,126243,exterior lighting
21700,166314,power train
21719,248192,air bags
21727,274926,power train
21748,119099,visibility
21760,136829,electrical system
21762,34382,engine
21773,48445,electrical system
21775,275310,back over prevention
21781,283085,steering
21782,87529,structure
21793,56724,visibility/wiper
21806,33461,vehicle speed control
21811,26384,tires
21816,277060,electrical system
21833,144502,back over prevention
21844,158662,power train
21845,17957,electrical system
21865,2635,power train
21874,53960,structure
21877,264729,forward collision avoidance
21880,290150,electrical system
21884,31299,engine
21886,252436,power train
21893,250896,service brakes
21910,294555,exterior lighting
21912,48481,engine and engine cooling
21919,45670,fuel system
21924,73087,suspension
21929,133077,back over prevention
21933,159927,engine
21939,17466,structure
21951,239126,service brakes
21952,207668,engine
21965,112056,engine and engine cooling
21979,141703,engine and engine cooling
22007,261550,structure
22015,239584,electrical system
22019,266832,fuel system
22030,262820,fuel system
22039,158554,power train
22048,264135,electrical system
22053,33144,wheels
22055,13998,electrical system
22078,61981,electrical system
22079,80220,engine and engine cooling
22095,35522,structure
22106,249013,power train
22113,161356,electrical system
22127,49528,structure
22130,161495,forward collision avoidance
22132,156674,exterior lighting
22151,12228,electrical system
22171,213791,lane departure
22181,172022,engine
22185,75610,steering
22187,52569,steering
22190,33847,electrical system
22220,68915,structure
22233,296642,fuel system
22238,230135,engine
22244,265674,structure
22245,260481,suspension
22248,180577,forward collision avoidance
22254,50533,power train
22257,205289,engine
22261,79185,engine
22273,205497,service brakes
22277,264043,vehicle speed control
22280,62577,visibility/wiper
22301,167882,engine
22308,157477,service brakes
22315,138427,fuel system
22318,12621,power train
22321,159864,vehicle speed control
22323,36312,forward collision avoidance
22337,24316,suspension
22345,126886,power train
22346,292568,air bags
22350,259875,engine
22357,111218,electrical system
22358,134896,electrical system
22360,13042,electrical system
22361,92235,engine and engine cooling
22365,23258,structure
22367,115068,forward collision avoidance
22368,5209,wheels
22374,148128,power train
22381,123222,suspension
22386,110555,electrical system
22409,229207,power train
22414,52341,electrical system
22415,191518,engine
22427,220940,fuel/propulsion system
22436,200860,forward collision avoidance
22442,194945,steering
22447,257902,service brakes
22448,175574,power train
22449,197461,engine
22452,74908,forward collision avoidance
22462,45447,power train
22463,51831,power train
22485,130529,power train
22496,272900,electrical system
22502,157667,electrical system
22503,95370,service brakes
22509,93603,engine
22514,209910,electrical system
22519,32216,power train
22536,15097,engine and engine cooling
22547,285275,electrical system
22549,219213,engine
22565,20877,power train
22574,77036,electrical system
22575,48952,service brakes
22577,11406,electrical system
22585,136034,electrical system
22587,93788,power train
22594,106760,service brakes
22603,197582,steering
22615,131114,seat belts
22619,293044,air bags
22623,20165,steering
22628,209945,service brakes
22636,254052,wheels
22642,188645,forward collision avoidance
22645,69545,steering
22654,214350,fuel system
22662,168139,electrical system
22671,155632,structure
22677,298687,visibility/wiper
22686,273592,electrical system
22697,207658,electrical system
22699,79841,visibility/wiper
22700,154577,tires
22708,247382,visibility/wiper
22720,84187,engine and engine cooling
22740,43888,electrical system
22744,63108,power train
22757,30869,air bags
22758,229262,latches/locks/linkages
22768,37295,wheels
22780,291662,electrical system
22783,76527,electrical system
22785,31580,steering
22790,137347,engine and engine cooling
22792,169971,electrical system
22794,214437,electrical system
22799,236357,latches/locks/linkages
22802,179607,power train
22804,242015,exterior lighting
22809,30390,engine
22813,47752,air bags
22814,207575,engine
22819,205181,engine
22829,243874,fuel/propulsion system
22853,49825,seat belts
22857,250147,vehicle speed control
22864,163319,engine
22869,173226,fuel/propulsion system
22880,189026,electrical system
22881,99410,visibility/wiper
22889,140217,vehicle speed control
22891,12784,power train
22895,31978,service brakes
22912,17001,electrical system
22916,52214,vehicle speed control
22927,264544,electrical system
22962,245395,engine
22983,291012,air bags
22995,109263,visibility/wiper
23022,222368,steering
23029,106336,service brakes
23038,284301,power train
23041,197709,power train
23043,267781,electrical system
23045,40748,structure
23057,37826,electrical system
23066,215036,engine
23069,14587,electrical system
23074,287072,electrical system
23079,128841,steering
23086,24245,electrical system
23088,76755,power train
23090,113422,fuel/propulsion system
23091,209340,power train
23092,279646,tires
23094,230631,service brakes
23102,239369,electrical system
23113,68051,electrical system
23119,148676,steering
23121,265815,visibility
23122,63785,air bags
23124,163905,structure
23146,235801,power train
23166,99979,service brakes
23168,175891,vehicle speed control
23176,61835,electrical system
23180,93285,electrical system
23190,107642,vehicle speed control
23207,71104,visibility/wiper
23209,72388,vehicle speed control
23211,141919,steering
23214,44536,fuel system
23222,234977,service brakes
23223,157436,engine
23249,221831,power train
23252,201335,electrical system
23253,251365,steering
23257,152804,electrical system
23259,58638,service brakes
23263,108058,electrical system
23273,270577,air bags
23289,238515,electrical system
23292,130302,electrical system
23294,186874,structure
23307,76965,forward collision avoidance
23322,185036,power train
23323,59926,engine
23334,151242,electrical system
23340,202054,structure
23345,75240,power train
23349,58423,power train
23355,78602,power train
23360,142205,fuel/propulsion system
23366,107097,electrical system
23369,42154,wheels
23393,6912,electrical system
23409,273099,vehicle speed control
23411,109737,exterior lighting
23417,124140,vehicle speed control
23422,278230,steering
23431,268763,electrical system
23443,48568,service brakes
23445,104654,power train
23461,251171,electrical system
23466,239086,service brakes
23474,259583,fuel system
23479,152180,seat belts
23483,157712,steering
23484,185905,power train
23486,168754,service brakes
23495,186252,service brakes
23500,230922,fuel system
23507,150555,vehicle speed control
23508,118259,fuel system
23519,180050,electrical system
23537,113909,engine and engine cooling
23566,190854,electrical system
23567,197018,electrical system
23577,139544,electrical system
23585,146641,service brakes
23588,280403,steering
23591,294075,forward collision avoidance
23595,279479,vehicle speed control
23609,297670,visibility/wiper
23612,192198,engine
23623,251432,structure
23629,262840,electrical system
23646,147042,vehicle speed control
23649,37592,engine
23651,145975,steering
23660,76176,engine and engine cooling
23665,227672,power train
23693,187784,engine
23702,139970,power train
23704,225300,service brakes
23725,236864,electrical system
23726,84141,electrical system
23733,243997,steering
23738,26220,electrical system
23745,201003,electrical system
23773,41312,tires
23780,113106,electrical system
23784,153146,seats
23786,23575,electrical system
23789,35652,engine
23797,257578,power train
23799,2434,engine
23819,134183,steering
23825,154727,power train
23834,44654,air bags
23835,227579,engine
23841,252424,engine
23846,283341,steering
23850,150993,fuel system
23855,167311,vehicle speed control
23869,51002,electrical system
23878,15215,electrical system
23890,53711,fuel system
23891,49463,latches/locks/linkages
23894,264801,power train
23895,262001,power train
23900,84437,visibility
23923,38490,engine
23946,261010,latches/locks/linkages
23947,196164,engine
23951,211787,service brakes
23953,288609,electrical system
23963,91037,suspension
23984,37109,power train
23985,78133,engine and engine cooling
23991,38190,fuel/propulsion system
24019,104632,steering
24031,173092,structure
24032,41222,engine
24037,289693,power train
24040,117397,power train
24045,269412,power train
24051,6331,power train
24054,262111,electrical system
24067,258280,exterior lighting
24079,184190,air bags
24082,214344,suspension
24086,148827,vehicle speed control
24091,85605,service brakes
24096,81485,fuel system
24110,7754,engine and engine cooling
24111,110472,power train
24114,79816,visibility/wiper
24121,176826,exterior lighting
24122,9931,steering
24132,229556,engine and engine cooling
24134,87620,service brakes
24139,69627,steering
24154,119450,electrical system
24158,49071,seat belts
24161,184781,latches/locks/linkages
24163,135274,electrical system
24173,217355,structure
24189,188336,structure
24190,83343,engine and engine cooling
24191,118765,power train
24200,272286,engine
24206,97080,visibility/wiper
24228,200382,visibility/wiper
24229,125490,vehicle speed control
24235,232175,power train
24237,46294,electrical system
24238,65043,fuel/propulsion system
24239,244397,service brakes
24242,261440,service brakes
24253,229339,engine
24275,188449,power train
24290,37342,service brakes
24292,166239,electrical system
24294,196559,electrical system
24316,257548,electrical system
24318,71596,power train
24329,118633,power train
24330,17013,engine
24335,87584,visibility
24340,77376,steering
24343,281749,service brakes
24345,276754,engine
24371,38735,back over prevention
24384,207065,electrical system
24386,215263,power train
24388,83663,air bags
24396,279937,electrical system
24407,155381,service brakes
24414,49050,structure
24439,267452,visibility/wiper
24445,147745,power train
24463,137092,steering
24464,65731,engine
24465,224323,power train
24466,235205,fuel/propulsion system
24471,192500,visibility/wiper
24478,123050,exterior lighting
24485,107645,electrical system
24489,131904,power train
24490,283530,steering
24492,33738,forward collision avoidance
24508,160398,electrical system
24528,223065,electrical system
24533,233182,exterior lighting
24534,2718,electrical system
24547,249293,power train
24554,96464,engine
24555,242784,power train
24560,105090,back over prevention
24564,127811,engine
24570,267278,seat belts
24575,89808,fuel/propulsion system
24576,264739,steering
24580,177402,power train
24592,235112,air bags
24607,201752,suspension
24632,104595,service brakes
24636,165375,engine
24637,109784,fuel system
24642,260735,back over prevention
24645,934,electrical system
24651,235151,wheels
24660,271752,electrical system
24677,106661,engine
24681,131893,electrical system
24686,43987,electrical system
24705,21852,suspension
24716,215649,engine
24725,3954,electrical system
24730,12055,electrical system
24754,182273,power train
24774,36182,engine
24794,107525,seat belts
24810,159173,visibility/wiper
24825,242739,structure
24838,63307,air bags
24840,38502,service brakes
24848,207084,engine
24850,30695,engine and engine cooling
24851,49244,electrical system
24855,110219,electrical system
24868,138801,power train
24898,169279,power train
24900,123227,service brakes
24905,156963,visibility/wiper
24907,61026,service brakes
24913,122831,electrical system
24931,167687,vehicle speed control
24933,14827,visibility/wiper
24949,26413,electrical system
24954,172770,electrical system
24970,42012,engine
24979,206786,air bags
24994,19510,engine
25008,119418,electrical system
25028,266879,power train
25029,152740,service brakes
25030,289506,steering
25044,101036,engine
25059,144387,power train
25062,214528,electrical system
25065,292212,steering
25066,126643,air bags
25068,278195,electrical system
25074,201280,engine
25078,64079,power train
25094,59674,service brakes
25101,230103,steering
25112,6250,engine
25117,93646,engine
25124,148281,wheels
25126,138618,steering
25134,152918,electrical system
25135,263431,engine
25136,117634,electrical system
25146,77008,engine
25153,201002,power train
25156,201520,wheels
25157,46521,steering
25191,231868,exterior lighting
25197,166271,electrical system
25205,184943,electrical system
25206,127527,exterior lighting
25229,177919,service brakes
25231,46718,engine
25237,179058,power train
25238,25318,steering
25240,51919,structure
25243,1420,electrical system
25274,112476,electrical system
25279,165259,visibility/wiper
25281,116314,engine
25284,106748,back over prevention
25286,86306,structure
25317,26942,power train
25331,248568,steering
25332,66342,fuel/propulsion system
25336,41022,power train
25350,45965,seats
25352,52438,engine and engine cooling
25357,141189,forward collision avoidance
25361,70829,power train
25370,149928,engine and engine cooling
25374,105574,air bags
25375,221112,air bags
25377,62802,electrical system
25385,133762,equipment
25386,56435,back over prevention
25391,267047,air bags
25393,89270,electrical system
25398,44558,suspension
25421,703,forward collision avoidance
25422,116708,fuel system
25428,261428,fuel system
25441,75059,power train
25455,34597,service brakes
25464,45305,service brakes
25466,114874,lane departure
25496,196251,electrical system
25497,152818,air bags
25498,236545,fuel/propulsion system
25519,72414,service brakes
25562,249587,electrical system
25569,11215,forward collision avoidance
25571,79823,engine and engine cooling
25573,15876,electrical system
25578,176968,electrical system
25591,106725,steering
25594,194715,engine
25601,146102,power train
25602,141673,power train
25606,49739,electrical system
25619,71025,engine and engine cooling
25633,206145,electrical system
25650,29646,structure
