index,car_id,problem_category
30463,199559,engine
30464,287007,fuel/propulsion system
30465,122413,steering
30466,204918,back over prevention
30467,59373,electrical system
30468,163336,engine
30469,71641,air bags
30470,271964,power train
30471,182485,engine
30472,85403,power train
30473,44418,electrical system
30474,24184,power train
30475,51329,power train
30476,14016,electrical system
30477,68690,visibility
30478,6040,service brakes
30479,147724,engine
30480,69357,structure
30481,9530,electrical system
30482,297162,steering
30483,254017,equipment
30484,266089,air bags
30485,186958,power train
30486,266006,suspension
30487,37596,fuel system
30488,61141,steering
30489,239587,electrical system
30490,224384,vehicle speed control
30491,105679,fuel/propulsion system
30492,102299,steering
30493,73910,service brakes
30494,243620,power train
30495,206028,power train
30496,171208,service brakes
30497,192244,fuel system
30498,42453,power train
30499,29864,engine
30500,8796,steering
30501,50594,service brakes
30502,293877,power train
30503,203665,engine and engine cooling
30504,231232,steering
30505,102426,exterior lighting
30506,31682,power train
30507,48274,steering
30508,184910,vehicle speed control
30509,280026,engine
30510,286223,visibility
30511,42678,engine
30512,129102,suspension
30513,206506,air bags
30514,190765,tires
30515,164200,engine
30516,12540,vehicle speed control
30517,170736,electrical system
30518,287648,engine
30519,64675,structure
30520,258041,service brakes
30521,132034,electrical system
30522,264485,power train
30523,55638,engine
30524,235152,engine and engine cooling
30525,264012,forward collision avoidance
30526,15996,electrical system
30527,215202,visibility
30528,232028,steering
30529,88356,visibility/wiper
30530,103787,electrical system
30531,280401,steering
30532,176915,tires
30533,276377,engine
30534,203930,power train
30535,1498,electrical system
30536,49876,structure
30537,286152,electrical system
30538,258820,visibility/wiper
30539,132375,fuel system
30540,25345,power train
30541,278474,engine
30542,12333,electrical system
30543,127449,power train
30544,290695,steering
30545,101025,visibility/wiper
30546,174319,air bags
30547,119952,steering
30548,96182,structure
30549,119622,air bags
30550,258575,fuel system
30551,246457,air bags
30552,266019,engine
30553,286682,steering
30554,135520,vehicle speed control
30555,298052,engine
30556,142183,electrical system
30557,5971,engine
30558,64939,electrical system
30559,261096,engine
30560,24932,electrical system
30561,62386,engine
30562,25750,power train
30563,207132,back over prevention
30564,197701,engine
30565,187448,service brakes
30566,225409,steering
30567,21403,power train
30568,256339,vehicle speed control
30569,59423,visibility/wiper
30570,146000,power train
30571,210013,structure
30572,217975,structure
30573,299549,engine
30574,192652,fuel/propulsion system
30575,213091,engine
30576,86542,electrical system
30577,266241,steering
30578,197191,suspension
30579,39044,structure
30580,113677,electrical system
30581,89919,power train
30582,12452,electrical system
30583,201330,service brakes
30584,61600,electrical system
30585,260555,engine
30586,118646,structure
30587,204501,electrical system
30588,114584,engine
30589,270213,fuel/propulsion system
30590,62456,electrical system
30591,290930,vehicle speed control
30592,132109,engine and engine cooling
30593,232777,vehicle speed control
30594,264625,vehicle speed control
30595,279831,electrical system
30596,17339,electrical system
30597,260377,power train
30598,236053,power train
30599,291604,electrical system
30600,181447,service brakes
30601,173561,seat belts
30602,42491,forward collision avoidance
30603,68094,electrical system
30604,290389,suspension
30605,82833,engine
30606,234860,vehicle speed control
30607,15729,fuel system
30608,126835,power train
30609,101810,service brakes
30610,46981,service brakes
30611,246897,steering
30612,146771,fuel/propulsion system
30613,292445,service brakes
30614,103820,fuel/propulsion system
30615,160741,steering
30616,85856,fuel/propulsion system
30617,216954,engine
30618,267194,visibility/wiper
30619,221356,structure
30620,150386,service brakes
30621,28773,service brakes
30622,116806,visibility
30623,271932,power train
30624,19429,engine
30626,172342,visibility/wiper
30627,166930,engine
30628,218714,engine
30629,111203,electrical system
30630,89158,tires
30631,198205,structure
30632,143500,electrical system
30633,274875,air bags
30634,127096,vehicle speed control
30635,217118,power train
30636,106710,fuel/propulsion system
30637,181784,service brakes
30638,207585,engine
30639,31898,engine
30640,75394,visibility/wiper
30641,389,engine
30642,140737,visibility/wiper
30643,31548,power train
30644,264496,power train
30645,151803,steering
30646,47602,power train
30647,279055,service brakes
30648,84494,engine and engine cooling
30649,57775,engine
30650,280661,steering
30651,32450,steering
30652,71267,power train
30653,33746,service brakes
30654,105151,steering
30655,92462,power train
30656,191311,structure
30657,280286,vehicle speed control
30658,163620,engine and engine cooling
30659,25527,power train
30660,11782,air bags
30661,295,electrical system
30662,291288,electrical system
30663,273178,seats
30664,44274,power train
30665,12865,air bags
30666,218289,electrical system
30667,36410,exterior lighting
30668,288449,service brakes
30669,58855,fuel/propulsion system
30670,151453,service brakes
30671,53542,forward collision avoidance
30672,206443,steering
30673,244206,air bags
30674,129090,exterior lighting
30675,87007,engine
30676,201253,fuel/propulsion system
30677,287256,structure
30678,253008,power train
30679,70605,power train
30680,3054,fuel/propulsion system
30681,200543,tires
30682,24132,steering
30683,74733,air bags
30684,113685,engine
30685,87540,visibility
30686,201570,electrical system
30687,31676,engine
30688,58134,engine
30689,261470,steering
30690,293479,steering
30691,253052,fuel/propulsion system
30692,98070,engine and engine cooling
30693,232993,engine
30694,278510,service brakes
30695,165329,suspension
30696,200541,steering
30697,122739,electrical system
30698,275944,power train
30699,6796,vehicle speed control
30700,162146,engine
30701,222856,power train
30702,230744,visibility/wiper
30703,66617,air bags
30704,70506,air bags
30705,129391,engine
30706,187504,exterior lighting
30707,97957,latches/locks/linkages
30708,246341,power train
30709,201673,structure
30710,235999,service brakes
30711,194792,engine
30712,70505,engine
30713,173069,engine
30714,84316,forward collision avoidance
30715,261748,engine and engine cooling
30716,259402,power train
30717,83096,power train
30718,296548,service brakes
30719,227162,power train
30720,214405,engine
30721,69221,engine and engine cooling
30722,3582,steering
30723,266323,structure
30724,142323,fuel system
30725,247391,lane departure
30726,73446,visibility
30727,195509,electrical system
30728,61688,air bags
30729,20887,engine
30730,235703,engine
30731,138911,wheels
30732,14153,engine
30733,68736,electrical system
30734,221421,suspension
30735,13625,electrical system
30736,152972,power train
30737,59721,electrical system
30738,246022,visibility
30739,134581,wheels
30740,235246,electrical system
30741,71919,power train
30742,12070,visibility
30743,260355,electrical system
30744,209134,electrical system
30745,40759,wheels
30746,92476,engine
30747,298182,fuel system
30748,87432,air bags
30749,167849,service brakes
30750,156628,power train
30751,38420,power train
30752,115279,structure
30753,98970,electrical system
30754,44173,engine
30755,143514,electrical system
30756,106560,engine
30757,145615,engine
30758,232835,power train
30759,163448,steering
30760,43935,engine
30761,244286,tires
30762,3800,service brakes
30763,238950,suspension
30764,74815,steering
30765,50515,power train
30766,136617,power train
30767,212462,service brakes
30768,102202,air bags
30769,295350,engine and engine cooling
30770,104211,power train
30771,3604,steering
30772,138362,electrical system
30773,194777,engine
30774,194123,engine
30775,163711,visibility/wiper
30776,128228,power train
30777,128780,engine
30778,272859,exterior lighting
30779,269062,structure
30780,78477,engine
30781,269152,power train
30782,5939,electrical system
30783,298719,visibility/wiper
30784,246422,air bags
30785,195543,engine
30786,273280,electrical system
30787,204142,engine
30788,133345,engine
30789,236076,electrical system
30790,19077,service brakes
30791,93257,service brakes
30792,64519,forward collision avoidance
30793,47646,service brakes
30794,13293,electrical system
30795,99565,electrical system
30796,89624,forward collision avoidance
30797,275760,engine
30798,246832,engine
30799,99945,air bags
30800,217537,fuel system
30801,4321,back over prevention
30802,53001,power train
30803,158051,air bags
30804,36035,power train
30805,143444,engine
30806,287870,electrical system
30807,152717,power train
30808,182984,structure
30809,71022,steering
30810,224054,power train
30811,69280,suspension
30812,19455,electrical system
30813,158746,structure
30814,69492,electrical system
30815,45789,back over prevention
30816,116694,service brakes
30817,231927,electrical system
30818,64672,service brakes
30819,46478,steering
30820,202370,structure
30821,184027,power train
30822,109710,electrical system
30823,47360,exterior lighting
30824,150236,power train
30825,69135,service brakes
30826,86013,engine
30827,87142,engine
30828,220833,power train
30829,136764,engine
30830,282004,engine
30831,11384,electrical system
30832,97311,power train
30833,113942,power train
30834,275138,engine
30835,238682,power train
30836,160550,power train
30837,88480,engine
30838,267241,service brakes
30839,170495,power train
30840,171359,steering
30841,70780,back over prevention
30842,110807,engine
30843,281008,steering
30844,285794,seat belts
30845,229145,engine
30846,265153,visibility/wiper
30847,285363,structure
30848,262881,visibility/wiper
30849,49892,seat belts
30850,189618,power train
30851,57618,engine
30852,161217,structure
30853,295842,service brakes
30854,59916,exterior lighting
30855,23929,power train
30856,246096,engine and engine cooling
30857,89093,fuel/propulsion system
30858,241619,vehicle speed control
30859,278523,engine
30860,224917,engine
30861,31216,power train
30862,248643,electrical system
30863,214838,steering
30864,109059,fuel system
30865,231136,engine
30866,119361,seat belts
30867,181703,forward collision avoidance
30868,146698,steering
30869,251703,engine and engine cooling
30870,116375,fuel system
30871,199409,engine and engine cooling
30872,14751,steering
30873,228402,steering
30874,225428,fuel/propulsion system
30875,99138,steering
30876,48633,steering
30877,116422,electrical system
30878,183892,electrical system
30879,193331,structure
30880,115724,engine
30881,243066,fuel/propulsion system
30882,87089,wheels
30883,145637,suspension
30884,209607,steering
30885,183521,service brakes
30886,42169,service brakes
30887,57550,engine
30888,171761,fuel/propulsion system
30889,75611,structure
30890,284724,electrical system
30891,294031,engine
30892,234955,air bags
30893,153150,power train
30894,207624,engine
30895,1805,engine and engine cooling
30896,91719,electrical system
30897,220832,power train
30898,21711,visibility/wiper
30899,53617,structure
30900,128412,steering
30901,42668,power train
30902,81231,fuel/propulsion system
30903,184792,suspension
30904,119855,fuel system
30905,70379,exterior lighting
30906,180229,electrical system
30907,14166,exterior lighting
30908,188348,visibility/wiper
30909,59647,engine
30910,171231,lane departure
30911,41281,electrical system
30912,289423,vehicle speed control
30913,181959,power train
30914,75326,steering
30915,144951,engine and engine cooling
30916,192469,exterior lighting
30917,275832,forward collision avoidance
30918,134848,visibility/wiper
30919,288299,steering
30920,33882,electrical system
30921,221883,electrical system
30922,110629,forward collision avoidance
30923,112919,power train
30924,218828,engine
30925,83515,structure
30926,195857,structure
30927,113684,power train
30928,96413,visibility/wiper
30929,141449,fuel system
30930,57737,power train
30931,95340,visibility
30932,272642,engine
30933,109856,service brakes
30934,87597,electrical system
30935,251754,steering
30936,245888,fuel system
30937,39195,power train
30938,58452,structure
30939,182236,engine
30940,229491,engine
30941,102329,back over prevention
30942,299140,engine
30943,235968,latches/locks/linkages
30944,82948,steering
30945,54607,power train
30946,268238,steering
30947,200321,steering
30948,147135,electrical system
30949,187216,service brakes
30950,9202,electrical system
30951,125625,wheels
30952,268337,electrical system
30953,24724,power train
30954,272495,engine
30955,209394,electrical system
30956,116321,fuel/propulsion system
30957,166692,engine
30958,117845,vehicle speed control
30959,164541,forward collision avoidance
30960,289208,forward collision avoidance
30961,186062,visibility/wiper
30962,119385,vehicle speed control
30963,164969,engine
30964,259566,engine
30965,119444,fuel system
30966,10964,power train
30967,146494,latches/locks/linkages
30968,196429,electrical system
30969,74836,steering
30970,189344,wheels
30971,261442,steering
30972,30557,electrical system
30973,172540,power train
30974,140202,power train
30975,43502,engine
30976,73213,service brakes
30977,114559,service brakes
30978,171061,engine
30979,123277,visibility
30980,221603,steering
30981,206302,structure
30982,211928,power train
30983,174205,power train
30984,261770,power train
30985,41432,service brakes
30986,30973,electrical system
30987,17696,electrical system
30988,200594,engine
30989,146134,steering
30990,168666,tires
30991,203911,engine
30992,129179,engine and engine cooling
30993,124795,structure
30994,90912,engine
30995,231379,electrical system
30996,238017,power train
30997,96091,electrical system
30998,89025,vehicle speed control
30999,176577,electrical system
31000,233412,engine
31001,103253,electrical system
31002,297993,electrical system
31003,235101,electrical system
31004,81339,electrical system
31005,38962,wheels
31006,283740,electrical system
31007,148987,exterior lighting
31008,100729,exterior lighting
31009,35355,suspension
31010,155098,engine and engine cooling
31011,82943,engine
31012,29041,fuel system
31013,239689,engine
31014,158505,engine
31015,170970,suspension
31016,274370,power train
31017,253823,engine and engine cooling
31018,201295,engine
31019,90891,fuel system
31020,124403,steering
31021,256017,vehicle speed control
31022,254481,engine
31023,212422,fuel/propulsion system
31024,187946,engine
31025,206879,engine
31026,222648,engine
31027,52890,service brakes
31028,21576,power train
31029,175285,steering
31030,237060,electrical system
31031,57108,suspension
31032,264380,power train
31033,296935,power train
31034,212740,power train
31035,27882,visibility
31036,141147,power train
31037,262998,steering
31038,175297,engine
31039,273264,steering
31040,198276,engine
31041,201075,forward collision avoidance
31042,284750,fuel system
31043,269967,steering
31044,256740,power train
31045,188941,visibility
31046,209152,vehicle speed control
31047,190075,vehicle speed control
31048,152756,engine and engine cooling
31049,273785,power train
31050,87736,vehicle speed control
31051,7312,steering
31052,287630,air bags
31053,149853,engine
31054,80670,engine
31055,14070,structure
31056,94051,exterior lighting
31057,254911,forward collision avoidance
31058,173715,power train
31059,279218,electrical system
31060,189542,engine
31061,161049,service brakes
31062,267578,engine
31063,59931,power train
31064,113508,air bags
31065,79135,engine
31066,24412,structure
31067,185067,engine
31068,139422,electrical system
31069,243349,engine
31070,74164,service brakes
31071,155600,seats
31072,180752,suspension
31073,24121,structure
31074,269764,electrical system
31075,282544,electrical system
31076,145532,visibility/wiper
31077,296929,engine and engine cooling
31078,248493,service brakes
31079,5221,electrical system
31080,189943,power train
31081,184097,power train
31082,188147,power train
31083,277162,structure
31084,110762,engine
31085,216570,engine and engine cooling
31086,201980,engine
31087,108859,service brakes
31088,8837,electrical system
31089,290267,vehicle speed control
31090,269942,structure
31091,146717,power train
31092,216720,seat belts
31093,57308,structure
31094,16797,service brakes
31095,139297,steering
31096,185068,electrical system
31097,107238,vehicle speed control
31098,71233,engine
31099,278106,fuel system
31100,223061,air bags
31101,286379,service brakes
31102,39368,engine
31103,152944,structure
31104,77074,engine
31105,24110,power train
31106,137076,electrical system
31107,191806,power train
31108,156104,electrical system
31109,157081,power train
31110,18613,structure
31111,111253,visibility/wiper
31112,286548,structure
31113,40068,power train
31114,66977,service brakes
31115,231371,structure
31116,19024,power train
31117,142356,power train
31118,93089,engine
31119,80665,electrical system
31120,193678,forward collision avoidance
31121,168398,suspension
31122,61818,vehicle speed control
31123,51855,electrical system
31124,190062,power train
31125,20549,service brakes
31126,285072,engine
31127,67114,electrical system
31128,151758,engine and engine cooling
31129,75620,visibility/wiper
31130,14418,seat belts
31131,56496,engine and engine cooling
31132,200901,engine
31133,119024,electrical system
31134,163286,engine
31135,258688,service brakes
31136,131952,forward collision avoidance
31137,227750,power train
31138,75392,engine
31139,62494,seat belts
31140,74031,electrical system
31141,41484,power train
31142,36757,electrical system
31143,172048,forward collision avoidance
31144,2466,service brakes
31145,215,electrical system
31146,6156,electrical system
31147,67090,power train
31148,145073,steering
31149,100673,electrical system
31150,289551,electrical system
31151,231048,service brakes
31152,124396,electrical system
31153,96493,power train
31154,299938,electrical system
31155,43514,power train
31156,209548,power train
31157,219496,air bags
31158,178687,visibility/wiper
31159,224815,electrical system
31160,120975,air bags
31161,40874,service brakes
31162,263187,engine
31163,52017,engine
31164,191170,engine and engine cooling
31165,8491,engine
31166,103696,seats
31167,95557,suspension
31168,184527,forward collision avoidance
31169,269601,service brakes
31170,204089,vehicle speed control
31171,237230,engine
31172,292860,engine
31173,5273,exterior lighting
31174,96310,electrical system
31175,154753,service brakes
31176,157322,steering
31177,24106,vehicle speed control
31178,263242,vehicle speed control
31179,182208,service brakes
31180,118581,exterior lighting
31181,28194,power train
31182,100842,engine
31183,105254,suspension
31184,229738,electrical system
31185,120404,power train
31186,218169,power train
31187,75761,steering
31188,178708,power train
31189,252053,visibility/wiper
31190,80989,engine
31191,75157,engine
31192,281906,power train
31193,92935,power train
31194,19552,service brakes
31195,147750,structure
31196,114202,back over prevention
31197,199297,electrical system
31198,247346,electrical system
31199,255765,engine and engine cooling
31200,90660,engine
31201,240422,fuel/propulsion system
31202,96500,steering
31203,219499,electrical system
31204,238835,electrical system
31205,72305,engine
31206,37070,engine
31207,18130,service brakes
31208,243786,engine and engine cooling
31209,287131,power train
31210,94239,power train
31211,22526,fuel/propulsion system
31212,291181,visibility/wiper
31213,241118,engine
31214,152977,structure
31215,294274,forward collision avoidance
31216,7779,fuel/propulsion system
31217,241460,electrical system
31218,72555,air bags
31219,188843,engine
31220,70393,steering
31221,127330,power train
31222,289503,tires
31223,4634,electrical system
31224,139803,power train
31225,283330,engine
31226,297429,electrical system
31227,227691,engine and engine cooling
31228,252426,steering
31229,69495,structure
31230,1212,engine
31231,290611,power train
31232,200554,engine
31233,288480,power train
31234,54377,steering
31235,70021,forward collision avoidance
31236,151039,fuel system
31237,14591,air bags
31238,16362,electrical system
31239,101573,structure
31240,26046,engine
31241,38775,engine and engine cooling
31242,153104,service brakes
31243,217645,power train
31244,249606,service brakes
31245,45674,power train
31246,262721,wheels
31247,135004,electrical system
31248,236600,exterior lighting
31249,205117,exterior lighting
31250,219378,power train
31251,168116,power train
31252,288329,power train
31253,277587,electrical system
31254,204460,engine
31255,270086,structure
31256,116984,power train
31257,173901,suspension
31258,191951,engine
31259,23092,electrical system
31260,85546,engine
31261,159424,electrical system
31262,85969,steering
31263,58175,fuel/propulsion system
31264,80799,wheels
31265,23128,vehicle speed control
31266,291477,power train
31267,279890,visibility/wiper
31268,212006,engine
31269,104315,electrical system
31270,290357,visibility/wiper
31271,266700,power train
31272,188507,service brakes
31273,204760,engine
31274,236504,engine and engine cooling
31275,282356,engine
31276,211373,steering
31277,55456,structure
31278,94567,engine
31279,162,forward collision avoidance
31280,261634,electrical system
31281,86294,structure
31282,289543,steering
31283,240054,electrical system
31284,32114,power train
31285,30681,electrical system
31286,187736,engine
31287,22167,fuel system
31288,159571,back over prevention
31289,243688,electrical system
31290,97118,power train
31291,13034,electrical system
31292,284255,power train
31293,288101,power train
31294,31869,electrical system
31295,156967,service brakes
31296,215307,electrical system
31297,31443,engine
31298,155458,engine
31299,18332,electrical system
31300,113517,visibility
31301,282153,steering
31302,82431,structure
31303,54106,power train
31304,136210,forward collision avoidance
31305,69701,engine
31306,146112,electrical system
31307,291310,seats
31308,107999,power train
31309,235123,power train
31310,50972,engine
31311,86789,vehicle speed control
31312,255301,air bags
31313,193734,fuel/propulsion system
31314,117106,steering
31315,218650,engine
31316,133367,engine
31317,146744,electrical system
31318,292407,service brakes
31319,171508,service brakes
31320,94335,air bags
31321,291469,fuel/propulsion system
31322,78981,steering
31323,267342,electrical system
31324,192791,power train
31325,240238,service brakes
31326,159482,engine
31327,292532,steering
31328,214417,engine
31329,224871,suspension
31330,145855,engine
31331,244992,steering
31332,128130,electrical system
31333,225871,exterior lighting
31334,18195,service brakes
31335,189289,engine
31336,297938,seat belts
31337,115808,electrical system
31338,184959,electrical system
31339,104487,service brakes
31340,186890,steering
31341,144451,suspension
31342,79242,exterior lighting
31343,107325,structure
31344,39981,engine
31345,32795,electrical system
31346,202884,steering
31347,259917,electrical system
31348,214822,steering
31349,24344,suspension
31350,20164,electrical system
31351,264845,engine
31352,250513,visibility
31353,173042,engine and engine cooling
31354,283721,power train
31355,3572,electrical system
31356,269861,suspension
31357,206622,power train
31358,102056,suspension
31359,143778,fuel/propulsion system
31360,136067,electrical system
31361,132248,steering
31362,264104,service brakes
31363,223790,visibility/wiper
31364,20198,suspension
31365,186911,steering
31366,236308,structure
31367,138415,engine and engine cooling
31368,8296,electrical system
31369,4368,electrical system
31370,170701,steering
31371,83215,electrical system
31372,267097,steering
31373,218139,steering
31374,84385,steering
31375,191238,steering
31376,28230,power train
31377,13086,power train
31378,71623,power train
31379,234246,forward collision avoidance
31380,165165,power train
31381,96572,structure
31382,276193,air bags
31383,70796,power train
31384,3352,electrical system
31385,226976,structure
31386,122121,forward collision avoidance
31387,208371,engine
31388,67359,air bags
31389,267829,power train
31390,268423,steering
31391,253291,engine
31392,187772,structure
31393,34767,electrical system
31394,257817,engine
31395,1169,visibility/wiper
31396,299933,engine
31397,96054,power train
31398,19173,fuel system
31399,297547,engine
31400,35140,engine and engine cooling
31401,272756,engine
31402,188159,service brakes
31403,298806,forward collision avoidance
31404,217783,engine
31405,10813,fuel/propulsion system
31406,119063,air bags
31407,167570,engine
31408,184681,suspension
31409,214318,suspension
31410,98577,engine
31411,57562,steering
31412,104271,air bags
31413,52664,electrical system
31414,193282,forward collision avoidance
31415,39825,fuel system
31416,100805,electrical system
31417,21807,power train
31418,78580,exterior lighting
31419,149173,power train
31420,49375,service brakes
31421,55774,engine and engine cooling
31422,140558,vehicle speed control
31423,276052,electrical system
31424,145008,electrical system
31425,38712,electrical system
31426,120340,engine and engine cooling
31427,191720,fuel system
31428,276396,tires
31429,134786,service brakes
31430,83365,engine and engine cooling
31431,217764,engine
31432,165539,exterior lighting
31433,148100,electrical system
31434,36622,electrical system
31435,17186,service brakes
31436,298057,engine
31437,160782,electrical system
31438,134521,steering
31439,187868,visibility/wiper
31440,215930,power train
31441,33110,electrical system
31442,169849,engine
31443,136045,suspension
31444,114945,steering
31445,195209,latches/locks/linkages
31446,39015,vehicle speed control
31447,115055,structure
31448,167274,electrical system
31449,229651,power train
31450,257584,engine
31451,10793,power train
31452,253282,fuel/propulsion system
31453,44443,engine
31454,196031,exterior lighting
31455,286660,seats
31456,98266,air bags
31457,72100,power train
31458,42277,service brakes
31459,251410,engine and engine cooling
31460,142947,visibility/wiper
31461,222666,steering
31462,34296,steering
31463,52603,forward collision avoidance
31464,84646,power train
31465,123184,electrical system
31466,24517,steering
31467,182764,fuel/propulsion system
31468,29329,engine and engine cooling
31469,281999,power train
31470,226312,tires
31471,199687,steering
31472,203229,fuel system
31473,219897,structure
31474,153144,steering
31475,266733,engine
31476,213503,electrical system
31477,21075,exterior lighting
31478,294338,engine
31479,11801,electrical system
31480,169612,power train
31481,73662,latches/locks/linkages
31482,289953,engine
31483,262515,fuel system
31484,86689,electrical system
31485,202861,power train
31486,263614,steering
31487,192115,back over prevention
31488,198281,air bags
31489,104292,engine
31490,81731,air bags
31491,100523,electrical system
31492,124553,electrical system
31493,107237,engine and engine cooling
31494,131844,service brakes
31495,152535,vehicle speed control
31496,60604,engine
31497,274864,air bags
31498,256444,power train
31499,134659,engine
31500,62984,vehicle speed control
31501,179711,service brakes
31502,65975,engine
31503,29437,steering
31504,157524,engine
31505,240887,service brakes
31506,155455,electrical system
31507,59849,air bags
31508,148697,steering
31509,71682,vehicle speed control
31510,175036,service brakes
31511,217752,engine
31512,105502,electrical system
31513,125246,electrical system
31514,206375,power train
31515,198347,power train
31516,111855,structure
31517,88329,engine
31518,216302,engine and engine cooling
31519,233511,electrical system
31520,131350,visibility/wiper
31521,256661,visibility/wiper
31522,60623,electrical system
31523,31812,power train
31524,12622,power train
31525,222328,vehicle speed control
31526,139340,visibility
31527,171486,service brakes
31528,61372,air bags
31529,121617,latches/locks/linkages
31530,29469,service brakes
31531,209578,steering
31532,216446,structure
31533,161824,electrical system
31534,283698,exterior lighting
31535,192034,power train
31536,30564,steering
31537,169343,power train
31538,143265,engine
31539,226319,visibility/wiper
31540,261772,visibility
31541,238199,air bags
31542,151774,electrical system
31543,274851,electrical system
31544,279380,service brakes
31545,64257,service brakes
31546,87506,fuel system
31547,45718,electrical system
31548,34510,structure
31549,106296,electrical system
31550,225201,vehicle speed control
31551,295433,vehicle speed control
31552,61890,vehicle speed control
31553,72431,electrical system
31554,217028,wheels
31555,7087,visibility
31556,261508,visibility/wiper
31557,192176,exterior lighting
31558,67985,power train
31559,235624,electrical system
31560,85067,vehicle speed control
31561,68801,power train
31562,259882,engine
31563,269065,engine
31564,120228,fuel system
31565,187400,service brakes
31566,229351,service brakes
31567,85195,visibility/wiper
31568,173478,steering
31569,222442,visibility
31570,275087,electrical system
31571,245029,engine
31572,279039,power train
31573,262467,visibility
31574,115624,visibility/wiper
31575,240196,power train
31576,212479,electrical system
31577,188010,electrical system
31578,54371,back over prevention
31579,53832,steering
31580,266427,power train
31581,96483,air bags
31582,160647,equipment
31583,74470,engine
31584,43110,engine
31585,156041,electrical system
31586,173625,steering
31587,210248,structure
31588,197242,engine and engine cooling
31589,263592,engine
31590,127166,vehicle speed control
31591,175466,suspension
31592,201096,steering
31593,3732,electrical system
31594,47493,power train
31595,136152,engine
31596,231686,power train
31597,59094,air bags
31598,41183,service brakes
31599,169887,steering
31600,6406,engine
31601,224400,electrical system
31602,282980,engine
31603,139957,power train
31604,152084,engine and engine cooling
31605,104961,suspension
31606,106905,visibility
31607,216525,fuel system
31608,159948,steering
31609,258681,vehicle speed control
31610,274690,structure
31611,75543,power train
31612,293295,power train
31613,182003,steering
31614,131157,visibility
31615,116655,engine
31616,196010,service brakes
31617,70134,structure
31618,53022,visibility
31619,137023,power train
31620,415,power train
31621,168772,power train
31622,30494,structure
31623,49522,visibility/wiper
31624,191108,electrical system
31625,20326,steering
31626,265895,engine
31627,232546,power train
31628,239624,engine
31629,156923,power train
31630,107024,power train
31631,103875,air bags
31632,19918,air bags
31633,182495,steering
31634,147353,steering
31635,260002,forward collision avoidance
31636,23930,air bags
31637,129034,electrical system
31638,184871,suspension
31639,34923,visibility/wiper
31640,272107,structure
31641,272469,power train
31642,30183,electrical system
31643,114544,structure
31644,88396,power train
31645,223799,service brakes
31646,276366,fuel system
31647,104819,power train
31648,256497,service brakes
31649,260253,vehicle speed control
31650,259834,power train
31651,202568,air bags
31652,43135,vehicle speed control
31653,3210,power train
31654,277631,seat belts
31655,19801,power train
31656,39784,exterior lighting
31657,1990,power train
31658,67217,exterior lighting
31659,127186,electrical system
31660,118684,service brakes
31661,118185,electrical system
31662,35175,electrical system
31663,219882,seat belts
31664,246527,service brakes
31665,108251,service brakes
31666,64453,fuel system
31667,90993,visibility/wiper
31668,47934,power train
31669,268006,electrical system
31670,294677,electrical system
31671,259883,power train
31672,163899,structure
31673,196675,power train
31674,199983,vehicle speed control
31675,88805,equipment
31676,283702,electrical system
31677,236219,structure
31678,172165,fuel system
31679,98963,fuel/propulsion system
31680,281762,engine
31681,244926,electrical system
31682,196754,electrical system
31683,112990,electrical system
31684,279897,engine
31685,150530,electrical system
31686,210488,air bags
31687,259020,engine
31688,176215,electrical system
31689,108805,electrical system
31690,54173,service brakes
31691,228443,visibility/wiper
31692,249268,structure
31693,161752,exterior lighting
31694,22851,structure
31695,127514,power train
31696,254476,steering
31697,131715,air bags
31698,207583,suspension
31699,14841,engine
31700,123070,steering
31701,142963,electrical system
31702,32455,steering
31703,37145,forward collision avoidance
31704,189826,fuel system
31705,288994,seat belts
31706,295649,electrical system
31707,170292,exterior lighting
31708,53329,power train
31709,145423,air bags
31710,24989,power train
31711,102089,electrical system
31712,33588,seat belts
31713,21448,power train
31714,93515,electrical system
31715,12942,engine
31716,238319,engine and engine cooling
31717,291094,power train
31718,210409,electrical system
31719,254299,fuel/propulsion system
31720,235997,engine and engine cooling
31721,107041,vehicle speed control
31722,287287,service brakes
31723,245983,engine and engine cooling
31724,253837,electrical system
31725,210011,electrical system
31726,164590,air bags
31727,220800,electrical system
31728,185813,air bags
31729,250135,forward collision avoidance
31730,173414,exterior lighting
31731,294758,seats
31732,180647,engine and engine cooling
31733,125287,exterior lighting
31734,251010,service brakes
31735,282613,service brakes
31736,154274,engine
31737,119025,seats
31738,210926,structure
31739,281600,visibility/wiper
31740,180302,power train
31741,98808,service brakes
31742,20419,engine
31743,103151,air bags
31744,195414,power train
31745,53072,engine
31746,200592,steering
31747,234054,power train
31748,187075,power train
31749,11795,steering
31750,189147,steering
31751,39400,power train
31752,24136,suspension
31753,201229,engine and engine cooling
31754,289546,engine
31755,276844,power train
31756,198507,engine and engine cooling
31757,61148,forward collision avoidance
31758,66156,steering
31759,247116,steering
31760,1832,engine
31761,48088,engine and engine cooling
31762,94810,back over prevention
31763,170160,electrical system
31764,38671,electrical system
31765,1422,power train
31766,88394,power train
31767,271403,electrical system
31768,145920,power train
31769,281063,service brakes
31770,113791,visibility/wiper
31771,123568,power train
31772,247125,visibility/wiper
31773,115587,structure
31774,186171,engine
31775,85258,suspension
31776,73523,power train
31777,134485,power train
31778,43006,visibility/wiper
31779,76658,electrical system
31780,238896,electrical system
31781,16747,steering
